,Sentence,Language_code
48,Ay'ın küçük eksenel eğikliğinin bir başka sonucu da kutup bölgesinde kraterlerin dibinde sürekli gölgede kalan bölgeler olmasıdır.,tr
49,Ay'ın yüzeyinde gökcisimlerinin çarpması sonucu oluşan birçok krater bulunur.,tr
50,Çapı 1 km'den büyük yaklaşık yarım milyon krater Ay yüzeyine göktaşlarının ve kuyruklu yıldızların çarpması sonucu oluşmuştur.,tr
51,Kraterler hemen hemen sabit bir oranla oluştuğu için birim alanda bulunan krater sayısı yüzeyin yaşını tahmin etmek için kullanılabilir.,tr
52,"Atmosferin, hava olaylarının ve yakın geçmişte jeolojik etkinliklerin olmaması sayesinde bu kraterler, Dünya'dakilerin aksine oldukça iyi korunmuştur.",tr
53,Ay yüzeyinin ve Güneş Sistemi'nin bilinen en büyük krateri Güney Kutbu - Aitken düzlüğüdür.,tr
54,Bu çarpma havzası Ay'ın öteki yüzünde Güney Kutbu ile ekvator arasında yer alır; 2240 km çapında ve 13 km derinliğindedir.,tr
55,"Ay'ın görünen yüzünde başlıca kraterler Mare Imbrium, Mare Serenitatis, Mare Crisium ve Mare Nectaris'tir.",tr
56, Aykabuğunun üzerinde regolit adı verilen taş ve tozdan oluşan bir tabaka bulunur.,tr
57,Yüzeye çarpan gökcisimleri nedeniyle oluşan regolit eski yüzeylerde yeni yüzeylere nazaran daha kalındır.,tr
58,"Özel olarak regolitin kalınlığının denizlerde 3-5 metre, daha eski yayla bölgelerinde ise 10-20 metre arasında değiştiği tahmin edilmektedir.",tr
59,Çok ince toz hâlinde bulunan regolit tabakasının altında onlarca kilometre kalınlığında oldukça parçalanmış kayalardan oluşan megaregolit tabakası bulunur.,tr
60,Ay yüzeyine sürekli çarpan göktaşları ve kuyrukluyıldızlar nedeniyle küçük miktarlarda su büyük olasılıkla yüzeye eklenmiştir.,tr
61,"Bu durumda günışığı suyu elementlerine yani hidrojen ve oksijen ayıracak, bunlar da Ay'ın zayıf kütleçekimi nedeniyle zamanla yüzeyden kaçacaktır.",tr
62,"Ancak Ay'ın dönme ekseninin tutulum düzlemine yalnızca 1,5° gibi çok küçük bir eğiklik yapması nedeniyle kutuplar yakınında bulunan bazı derin kraterler hiçbir zaman doğrudan günışığı almadığından ve sürekli gölgede kaldığından buraya düşen su molekülleri uzun zaman süreleri boyunca kararlılığını koruyacak.",tr
63,"Clementine görevi güney kutbunda gölgede kalmış böyle kraterleri haritalandırdı, ve bilgisayar simülasyonları yaklaşık 14.000 km² kadar bir bölgenin sürekli gölgede kaldığını göstermektedir.",tr
64,Clementine görevinin bistatik radar deneyi küçük donmuş su ceplerine işaret eder ve Lunar Prospector görevinden gelen bilgiler kutup bölgeleri yakınlarında regolitin üst bölümlerinde aşırı derecede yüksek hidrojen konsantrasyonlarını gösterir.,tr
65,Toplam su buzu miktarının bir kilometre küp olduğu tahmin edilmektedir.,tr
66,Su buzu kazılarak toplanabilir ve nükleer jeneratörler ya da güneş panelleriyle donatılmış elektrik santralleri tarafından hidrojen ve oksijene ayrılabilir.,tr
67,"Ay üzerinde kullanılabilecek miktarda su bulunması, Ay'ı yaşanılabilir kılmak için önemlidir çünkü Dünya'dan su taşımak mümkün olamayacak kadar pahalı olacaktır.",tr
68,"Ancak son zamanlarda Arecibo gezegen radarı ile yapılan gözlemler, Clementine radarının su buzu bulunduğuna dair işaret ettiği bilgilerin aslında görece yeni kraterlerin oluşumunda fırlayan kayaların sonucu olabileceğini göstermiştir.",tr
69,Ay üzerinde ne kadar su bulunduğu sorusunun cevabı henüz bilinmemektedir.,tr
70," Ay, kabuk, manto ve çekirdek gibi jeokimyasal olarak ayrımlanabilen katmanlardan oluşur.",tr
71,"Bu yapının yaklaşık 4,5 milyar yıl önce, Ay'ın oluşumundan hemen sonra magma okyanusunun kademeli olarak kristalleşmesiyle meydana geldiğine inanılmaktadır.",tr
72,Ay'ın dış yüzeyini eritmek için gerekli olan enerjinin Dünya ve Ay sistemini oluşturduğu öne sürülen dev çarpma ile elde edildiği düşünülmektedir.,tr
73,Bu magma okyanusunun kristalleşmesi sonucu mafik manto ve plajiyoklâz zengini kabuk ortaya çıkmış olabilir.,tr
74,Yörüngeden yapılan jeokimyasal haritalama aykabuğunun magma okyanusu varsayımı ile uyumlu bir şekilde oldukça anortositik bir yapıda olduğunu gösterir.,tr
75,"Aykabuğu başlıca oksijen, silikon, magnezyum, demir, kalsiyum ve aluminyum elementlerinden oluşmuştur.",tr
76,Jeofiziksel tekniklere dayanılarak aykabuğunun kalınlığının ortalama 50 km civarında olduğu tahmin edilmektedir.Ay'ın mantosunda oluşan kısmi erime Ay denizlerinde bulunan bazaltların yüzeye püskürmesine neden oldu.,tr
77,"Bu bazaltların analizi mantonun olivin, ortopiroksen ve klinopiroksen minerallerinden oluştuğunu ve Ay mantosunun Dünya mantosundan demir açısından daha zengin olduğunu gösterir.",tr
78,Bâzı Ay bazaltlarında ilmenit minerali içinde karşılaşılan yüksek oranda titanyum içeriği mantonun bileşiminin oldukça yüksek oranda heterojen olduğunu gösterir.,tr
79,"Ay yüzeyinden yaklaşık 1.000 km derinde, mantoda Ay sarsıntıları olduğu bulunmuştur.",tr
80,"Aylık periyotlarla oluşan bu sarsıntılar Ay'ın Dünya çevresinde dış merkezli yörüngede dönmesi nedeniyle oluşan gelgit streslerine bağlanmıştır.Ay 3.346,4 kg/m³'lik ortalama yoğunluğuyla, Güneş Sistemi'nin İo'dan sonra ikinci yoğun doğal uydusudur.",tr
81,Ancak bazı kanıtlar Ay çekirdeğinin yaklaşık 350 km'lik yarıçapıyla oldukça küçük olduğuna işaret eder.,tr
82,"Bu büyüklük Ay'ın yalnızca %20'sine denk gelir, halbuki birçok gökcisminde çekirdeğin oranı %50 civarındadır.",tr
83,"Ay çekirdeğinin bileşimi tam olarak saptanamamıştır, ama az bir miktarda kükürt ve nikel alaşımlı metalik demirden oluştuğu sanılmaktadır.",tr
84,Ay'ın zamanla değişkenlik gösteren dönüşünün analizi çekirdeğin en azından kısmen erimiş olduğunu gösterir.,tr
85," Ay'ın topoğrafyası özellikle yakın zamanda yapılan Clementine görevinin sağladığı, lazer altimetri ve stereo görüntü analizi yöntemleriyle elde edilen data sayesinde ölçülmüştür.",tr
86,En çok görünen topoğrafik özellik öteki yüzde bulunan ve Ay'ın en alçak noktalarını barındıran Güney Kutbu - Aitken düzlüğüdür.,tr
87,En yüksek noktalar bu düzlüğün hemen kuzeydoğusunda bulunur.,tr
88,Buranın Güney Kutbu - Aitken düzlüğünün oluşumuna neden olan gökcismi çarpması sonucunda yer değiştirmiş kalın katmanlar nedeniyle oluştuğu önerilmiştir.,tr
89,"Diğer büyük kraterler Mare Imbrium, Mare Serenitatis, Mare Crisium, Mare Smythii ve Mare Orientale 'de de oldukça alçak noktalar ve çevrelerinde yüksek noktalar bulunur.",tr
90,"Ay şeklinin dikkat çekici bir noktası da ortalama yüksekliklerin öteki yüzde, görünen yüze göre 1,9 km daha yüksek olmasıdır.",tr
91," Ay'ın kütleçekim alanı, yörüngedeki uzay araçlarının yaydığı radyo dalgalarının izlenmesi sonucu belirlenmiştir.",tr
92,Kullanılan prensip Doppler Etkisi'ne bağlıdır.,tr
93,Uzay aracının bakış açısı yönündeki ivmesi radyo dalgalarının yönünü azar azar değiştirerek ve uzay aracından Dünya üzerindeki sabit bir noktaya olan uzaklığı kullanarak belirlenir.,tr
94,"Ancak Ay'ın eş zamanlı dönmesi nedeniyle, uzay aracı öte taraftayken izlenemediğinden ötürü, öteki tarafın kütleçekimi alanı çok iyi belirlenememiştir.Ay'ın kütleçekim alanının en önemli özelliklerinden birisi dev krater düzlükleri ile bağlantılı olan geniş pozitif kütleçekimsel anomalilerin varlığıdır.",tr
95,Bu anomaliler uzay araçlarının yörüngesini önemli ölçüde etkiler bu nedenle insanlı ya da insansız uçuşların planlanmasında Ay'ın doğru kütleçekimsel modeli gereklidir.,tr
96,"Kütleçekimsel yoğunluğun olduğu bölgelerin nedeni kısmen, krater düzlüklerini dolduran yoğun bazaltı oluşturan lava akışının varlığına bağlıdır.",tr
97,"Ancak bu lava akışları tek başına kütleçekimsel izin tamamını açıklayamaz, aykabuğu ile manto arasındaki etkileşime de gerek vardır.",tr
98,Lunar Prospector 'un kütleçekimsel modellemeleri bazaltik volkanların etkisi nedeniyle oluşmadığı sanılan bazı kütleçekimsel yoğunlukların varlığını gösterir.,tr
99,Oceanus Procellarumda devasa volkan kaynaklı bazaltlar bulunmasına rağmen kütleçekimsel anomali gözlemlenmemektedir.,tr
100, Ay'ın dış manyetik alanı bir ile yüz nanotesla arasındadır yani 30-60 mikrotesla büyüklüğündeki Dünya'nın manyetik alanından yüz kat daha küçüktür.,tr
101,Diğer önemli farklılıklar çekirdeğindeki jeodinamo tarafından üretilmiş bir dipolar manyetik alanı yoktur ve varolan manyetik alanların kaynağı tamamen aykabuğudur.,tr
102,Bir varsayıma göre aykabuğundaki manyetikleşmelerin Ay daha gençken ve çekirdeğinde bir jeodinamo bulunurken oluştuğudur.,tr
103,Ancak Ay çekirdeğinin küçüklüğü bu varsayımın doğruluğu karşısında bir engel oluşturmaktadır.,tr
104,"Alternatif varsayımlar arasında, Ay gibi havası olmayan gökcisimlerinde süreksiz manyetik alanlar büyük gök cisimlerinin çarpması bulunur.",tr
105,Bu varsayımı destekleyecek şekilde en geniş aykabuğu manyetikleşmelerinin dev kraterlerin tam karşısında Ay yüzeyinde gerçekleştiğinin farkına varılmasıdır.,tr
106,Böyle bir fenomenin çarpışma sonucu oluşan plazma bulutunun ortamda bir manyetik alan bulunurken serbest olarak yayılmasından kaynaklanabileceği önerilmiştir.,tr
107," Ay'ın toplam kütlesi 10 tondan az olan, neredeyse vakum sayılabilecek kadar ince bir atmosferi vardır.",tr
108,"Bu küçük kütleli atmosferin yüzeydeki basıncı 3 × 10−15 atm (0,3 nPa) civarındadır ve Ay günü içerisinde değişiklik gösterir.",tr
109,Atmosferinin kaynaklarından biri aykabuğunda ve mantoda oluşan radyoaktivite sonucu ortaya çıkan radon gibi gazların salınımıdır.,tr
110,"Diğer önemli bir kaynak ise mikrogöktaşları, güneş rüzgârı iyonları, elektronlar ve günışığının bombardımanı sonucu oluşan püskürtüm süreciyle gerçekleşir.",tr
111,Püskürtüm yoluyla salınan gazlar ya tekrar regolit içinde hapsolur ya da güneş radyasyon basıncı veya iyonize olmuşlarsa güneş rüzgârının manyetik alanı nedeniyle uzaya kaçar.,tr
112,Dünya üzerinden yapılan spektroskopik yöntemlerle sodyum (Na) ve potasyum (K) gibi elementlerin varlığı tespit edilmiştir.,tr
113,Radon-222 (222Rn) ve polonyum-210 (210Po) gibi elementler ise Lunar Prospector'un alfa parçacık spektrometresi ile tespit edilmiştir.,tr
114,"Argon–40 (40Ar), helyum-4 (4He), oksijen (O2) ve/veya metan (CH4), nitrojen (N2) ve/veya karbon monoksit (CO) ve karbon dioksit (CO2) Apollo astronotları tarafından yerleştirilen detektörler tarafından tespit edilmiştir.",tr
115, TozAy'ın etrafında kuyruklu yıldızlardan gelen küçük parçacıklardan oluşan kalıcı bir asimetrik Ay tozu bulutu vardır.,tr
116,Tahminlere göre her 24 saatte 5 ton kuyruklu yıldız parçacığı Ay yüzeyine düşmektedir.,tr
117,"Ay'ın yüzeyine çarpan parçacıklar, Ay yüzeyindeki Ay tozunu yukarı yönde püskürtmektedir.",tr
118,"Püsküren toz, Ay'ın atmosferinde yaklaşık 5 dakika yükselip 5 dakika düşerek toplam 10 dakika kadar kalmaktadır.",tr
119,"Ortalama olarak, Ayın üzerinde yüzeyin 100 kilometre yukarısına dek çıkan irtifalarda 120 kilo kadar toz bulunur.",tr
120,"Toz ölçümleri, altı aylık bir sürede LADEE'nin Lunar Dust Experiment (LDEX) tarafından yüzeye 20 ila 100 kilometre yukarıda yapılmıştır.",tr
121,"LDEX, her dakikada ortalama bir adet 0,3 mikrometre boyutunda Ay tozu partikülü tespit etmiştir.",tr
122,"Deneylerde ölçülen toz parçacıkları, Dünya ve Ay'ın kuyruklu yıldız enkazlarından geçtiği İkizler, Quadrantid, Kuzey Taurid ve Omicron Centaurid meteor yağmurları esnasında en yüksek seviyeye çıkmıştır.",tr
123,"Toz bulutu asimetrik dağılımdadır, Ay'ın gün ışığı alan ve almayan kısımları arasındaki aydınlanma çemberinin yakınında daha yoğundur.",tr
124," Geçmişteki kalın atmosferEkim 2017'de, Houston'daki Marshall Uzay Uçuş Merkezi ve Ay ve Gezegen Enstitüsü'ndeki (İngilizce: Lunar and Planetary Institute) NASA biliminsanları, Apollo Projesi tarafından toplanan Ay magma örneklerinin çalışmalarına dayanarak, Ay'ın 3 ile 4 milyar yıl önce 70 milyon yıllık bir dönem boyunca nispeten kalın bir atmosfere sahip olduğunu tespit eden bulgular açıkladılar.",tr
125,"Ay'daki volkanik püskürmelerinden çıkan gazlardan kaynaklanan bu atmosfer, bugünkü Mars atmosferinden iki kat daha kalındı.",tr
126,Eski Ay atmosferi daha sonra güneş rüzgarları ile uzaya dağıldı.,tr
127," Ay günü boyunca yüzey sıcaklığı ortalama 107 °C, Ay gecesi boyunca da ortalama -153 °C civarındadır.",tr
128,Ay'ın oluşumunu açıklayan çeşitli varsayımlar önerilmiştir.,tr
129,"Ay'ın Güneş Sistemi'nin oluşumundan 30-50 milyon yıl sonra, günümüzden 4,527 ± 0,010 milyar yıl önce oluştuğuna inanılmaktadır.",tr
130,Bölünme kuramı - Ay'ın oluşumu hakkında ilk düşünceler Ay'ın merkezkaç kuvvetler nedeniyle yerkabuğundan koparak ayrıldığı ve gerisinde Büyük Okyanus çukurunu bıraktığını önermiştir.,tr
131,Bu bölünme kavramı Dünya'nın başlangıç dönüsünün çok büyük olmasını gerektirir.,tr
132,Ayrıca bu bölünme sonucu oluşan yörünge Dünya'nın ekvator düzlemini izlemek durumunda olacaktı ama böyle değildir.,tr
133,Yakalama kuramı - Diğerleri Ay'ın başka bir yerde oluştuğunu ve Dünya'nın yörüngesine yakalanarak girdiğini düşünmüşlerdir.,tr
134,"Ancak bu yakalamanın gerçekleşebilmesi için gerekli olan koşulların, örneğin enerjiyi sönümleyebilmek için Dünya'nın geniş bir atmosferinin olması gibi, oluşması mümkün değildi.",tr
135,Birlikte oluşum kuramı - Birlikte oluşum varsayımı Dünya ile Ay'ın gezegen öncesi buluttan aynı zamanda ve yerde birlikte oluştuklarını önerir.,tr
136,"Bu varsayımı göre Ay, Dünya'nın oluştuğu maddelerin çevresindeki maddelerden oluştuğu düşünülür.",tr
137,Bazıları bu varsayımın Ay üzerinde metalik demirin azlığını açıklayamadığı için doğru olmadığını belirtmiştir.Bu varsayımların önemli bir açığı Dünya ve Ay sisteminin yüksek açısal momentumunu kolayca açıklayamamalarıdır.,tr
138,"Dev çarpma kuramı - Günümüzde, Dünya ve Ay sisteminin oluşumunu dev çarpma kuramının açıkladığı bilim çevrelerince geniş kabul görmüştür.",tr
139,"Bu varsayıma göre Dünya'nın oluşumundan önce, Mars büyüklüğünde bir gökcisminin çarparak Dünya yörüngesine Ay'ı oluşturacak kadar yeterli miktarda madde saçmış olmasıdır.",tr
140,"Gezegenlerin, küçük ya da büyük parçaların birikmesi sonucu oluştuğuna inanıldığı için bunun gibi dev çarpma olaylarının birçok gezegeni etkilediğine inanılmaktadır.",tr
141,Bu çarpmayı simüle eden bilgisayar modelleri hem Dünya ve Ay sisteminin yüksek açısal momentumu ve Ay çekirdeğinin küçüklüğünü açıklayabilmektedir.,tr
142,Bu kuram ile ilgili cevabı bulunmamış sorular arasında Dünya öncesi kütle ile buna çarpan gökcisminin göreceli boyutları ile bunlardan çıkan maddenin ne kadarının Ay'ı oluşturduğudur.,tr
143, Hem dev çarpma olayı sırasında hem de bunu izleyen Dünya'nın yörüngesinde maddenin birikmesinde çok büyük miktarlarda enerji salındığı için Ay'ın önemli bir kısmının başlangıçta erimiş olduğu düşüncesi yaygındır.,tr
144,Ay'ın o sırada erimiş dış yüzeyine Ay magma okyanusu adı verilir ve derinliğinin 500 km ile Ay'ın yarıçapı arasında değiştiği tahmin edilmektedir.Magma okyanusu soğudukça kısmen kristalleşti ve katmanlara ayrılarak jeokimyasal olarak ayrı olan aykabuğu ve manto oluştu.,tr
145,"Manto olivin, klinopiroksen ve ortopiroksen minerallerinin çökelmesi sonucu meydana geldiği düşünülmektedir.",tr
146,Magma okyanusunun dörtte üçünün kristalleşmesi tamamlandıktan sonra düşük yoğunluğu nedeniyle anortit minerali çökelmiş ve yüzeye çıkıp aykabuğunu oluşturmuştur.,tr
147,"Magma okyanusunun kristalleşen son sıvı bölümü Ay kabuğu ile manto arasında sıkışmıştır ve ısı üreten, birbiriyle uyumsuz elementleri kapsar.",tr
148,"Bu jeokimyasal bileşiğe potasyum (K), soy toprak elementleri (İngilizce: rare earth elements - REE) ve fosfor (P) simgelerinden oluşan kısaltma KREEP adı verilir ve görünen yüzde Oceanus Procellarum ile Mare Imbrium'un çoğunu kapsayan küçük jeolojik bölgede toplanmış gözükmektedir.",tr
149, Ay'ın magma okyanusu sonrası jeolojik evrimi gökcisimlerinin çarpması ile oluşmuştur.,tr
150,"Ay'ın jeolojik dönemleri Nectaris, Imbrium, Orientale gibi büyük kraterlerin oluşumuna neden olan çarpma olaylarına göre ayrılmıştır.",tr
151,Çarpma sonucu oluşan bu yapılar yukarı fırlayan maddenin oluşturduğu çoklu halkaları ile gözlemlenir.,tr
152,Bu halkaların çapı genellikle yüzlerce kilometreden binlerce kilometreye kadar uzanır.,tr
153,Her çoklu halka düzlüğünde bölgesel stratigrafik ufuğu oluşturan püskürtü katmanları ile bağlantılıdır.,tr
154,Yalnızca birkaç çoklu halka düzlüğü kesin olarak tarihlendirildiyse de stratigrafik katmanlar sayesinde göreceli yaşların tespitinde faydalıdır.,tr
155,Sürekli olarak gökcisimlerinin çarpması sonucunda regolit oluşur.,tr
156,Ay yüzeyinin oluşumunu etkileyen diğer önemli bir jeolojik süreçi ay denizlerinin oluşumunun temelindeki volkanik etkinliktir.,tr
157,Procellarum KREEP katmanında ısı üreten elementlerin toplanması sonucunda altında kalan mantonun ısınıp sonunda kısmen eridiği düşünülmektedir.,tr
158,Eriyen magmanın bir kısmı yüzeye çıkarak püskürtüldü ve Ay'ın görünen yüzünde bulunan ay denizi bazaltlarını oluşturdu.,tr
159,"Ay'ın bu jeolojik bölgesinde bulunan bazaltların çoğu 3,0 - 3,5 milyar yıl önce Imbrian döneminde püskürtüldü.",tr
160,"Yine de en eski tarihlenmiş örnekler 4,2 milyar yıla uzanırken en yeni püskürtüler yalnızca 1,2 milyar yıl önce oluşmuştur.Ay yüzeyinin zamanla değişiklik gösterip göstermediği konusunda bazı anlaşmazlıklar bulunmaktadır.",tr
161,Bazı gözlemciler kraterlerin ortaya çıktığını ya da ortadan kaybolduğunu ya da diğer geçici fenomenlerin oluştuğunu iddia etti.,tr
162,"Günümüzde bu iddiaların çoğunun yanılsama olduğu ve farklı ışık koşulları, zayıf astronomik gözlem ya da yetersiz eski çizimler nedeniyle oluştuğu düşünülmektedir.",tr
163,Yine de gaz çıkması gibi fenomenlerin ara sıra oluştuğu ve bunların iddia edilen geçici Ay fenomenlerine sebebiyet vermiş olabileceği bilinmektedir.,tr
164,"Geçenlerde, yaklaşık bir milyon yıl önce gazın serbest kalması nedeniyle kabaca 3 km çaplı bir bölgenin yüzey şeklinin değişmiş olabileceği önerilmiştir.",tr
165, Ay taşları iki ana kategoride incelenir; Ay denizlerinde ve Ay dağlarında bulunan Ay taşları.,tr
166,"Ay dağlarında bulunan Ay taşları üç takımdan oluşur: demir anortosit takım, magnezyum takımı ve alkali takımı.",tr
167,Demir anortosit takımı taşlar hemen hemen tamamen anortit mineralden oluşmuştur ve Ay magma okyanusu üzerinde yüzerek toplanan plajiyoklâzdan geldiğine inanılmaktadır.,tr
168,"Radyometrik yöntemlerle demir anortositlerin yaklaşık 4,4 milyar yıl önce oluştuğu bulunmuştur.Magnezyum ve alkali takımı Ay taşları asıl olarak mafik plütonik kayaçlardır.",tr
169,"Tipi olarak rastlanan kayaçlar dunit, troktolit, gabbro, alkali anortosit ve nadiren de granittir.",tr
170,Demir anortosit takımı Ay taşlarıyla karşılaştırıldıklarında bu takımın mafik minerallerinde görece daha yüksek Mg/Fe oranları bulunur.,tr
171,"Genel olarak bu kayaçlar önceden olmuş dağlık alan aykabuğuna sonradan girmiştir ve yaklaşık 4,4-3,9 milyar yıl önce oluşmuşlardır.",tr
172,Bu Ay taşlarında yüksek oranda KREEP bileşeni bulunur.,tr
173,Ay denizlerinde hemen hemen yalnızca bazalt bulunur.,tr
174,Dünya bazaltlarına benzese de çok daha fazla demir barındırırlar ve su bazlı değişim ürünleri barındırmazlar.,tr
175,Ayrıca çok miktarda titanyum da içerirler.Astronotlar yüzeydeki tozun kar gibi hissedildiğini ve yanık barut koktuğunu bildirmiştir.,tr
176,Toz asıl olarak Ay yüzeyine çarpan göktaşları nedeniyle oluşmuş olan silikon dioksit camından (SiO2) ibarettir.,tr
177,Aynı zamanda kalsiyum ve magnezyum da içerir.,tr
178,"Ay, sabit yıldızlara göre Dünya yörüngesinde her 27,3 günde bir tam tur atar.",tr
179,"Ancak Dünya'da kendi yörüngesinde Güneş'in çevresinde döndüğü için Ay'ın evrelerinin dönüşümü için biraz daha uzun bir zaman, 29,5 gün gerekir.",tr
180,"Diğer gezegenlerin uydularının aksine Ay Dünya'nın ekvator düzlemi üzerinde değil, tutulum düzlemi yakınlarında yörüngededir.",tr
181,Gezegeninin boyutlarına göre Güneş Sistemi içinde en büyük doğal uydudur.,tr
182,(Charon cüce gezegen Plüton'dan daha büyüktür.),tr
