,Sentence,Language_code
14,اقترحت عدة نظريات لتفسير تشكل القمر قبل 4.527 ± 0.010 مليار سنة، إحدى الفرضيات تفرض بأن القمر انشطر من القشرة الأرضية بسبب القوة الطاردة المركزية، خلال فترة امتدت بين 30 و50 مليون سنة من تشكل المجموعة الشمسية، والذي يتطلب دوران ذاتي، كبير للأرض وقد نجحت الجاذبية في وضع القمر المتشكل في مسار حولها والذي سيتطلب بدوره توسع كبير للغلاف الجوي الأرضي لتبديد الطاقة الناتجة عن ابتعاد القمر ومرروه، ليعاد تشكيل القمر والأرض ضمن القرص المزود الأساسي.,ar
15,وهذا لا يستطيع تفسير استنزاف الحديد من القمر.,ar
16,كما لا تستطيع هذه الفرضية تفسير الزخم الزاوي الكبير لنظام الأرض-قمر.إحدى أكثر الفرضيات قبولاً في الوسط العلمي حالياً لتفسير تشكل مجموعة الأرض-قمر هي فرضية الاصطدام العملاق بحيث تفرض أن جرم بحجم المريخ يسمى ثيا اصطدم بالأرض المتشكلة حديثاً.,ar
17,أما المواد المتصاعدة نتيجة هذا الانفجار قد تراكمت مشكلة القمر.,ar
18,ويعتقد أن الاصطدامات العملاقة كانت أمر شائع في بدايات النظام الشمسي.,ar
19,وقد أظهرت نماذج المحاكاة الحاسوبية بأن هذه الفرضية تتفق مع قياسات الزخم الزاوي بين الأرض والقمر وتفسر صغر نواة القمر.,ar
20,كما تظهر أن معظم مكونات القمر قد جاءت من الاصطدام ولم تتشكل من الأرض البدائية.,ar
21,تظهر الأحجار النيزكية بأن الأجرام الأخرى في النظام الشمسي القريب كالمريخ وفيستا لها تركيب مختلف من نظائر الأكسجين والتنغستين مما هو على الأرض.,ar
22,بينما يظهر مشابه ما بين النظائر على القمر والأرض.,ar
23,مما يدل على أنه بعد الاصطدام قد امتزجت الأبخرة المعدنية المتصاعدة ما بين القمر والأرض البدائيتين أدتا إلى تجانس هذه النظائر فيما بينهما.,ar
24,وقد أدى تحرر الطاقة الهائلة ما بعد الاصطدام ضمن مجال المدار الأرضي إلى انصهار القشرة الخارجية من الأرض مشكلة محيط الصهارة.,ar
25,وكذلك حدث أمر مماثل للقمر بتشكل محيط صهارة قمري.,ar
26, يعتبر القمر جرم متباين، إذ يتألف التركيب الجيوكيميائي من نواة ودثار وقشرة متمايزة.,ar
27,ويعتقد أن هذا التركيب قد تطور من جراء التبلور التجزيئي لمحيط صهارة القمر، بعد وقت قصير من تشكل القمر قبل 4.5 مليارات سنة.,ar
28,أدت عملية التبلور إلى تشكل معدن قاتم نتيجة ترسيب مركبات معدنية مثل الأوليفين والبيروكسين بعد أن تبلور ثلاث أرباع محيط الصهارة القمري.,ar
29,كما يمكن أن تتشكل وتطفو طبقة ذات كثافة منخفضة من البلاغيوكلاس في أعلى القشرة القمرية.,ar
30,أما آخر السوائل المتبلورة فسوف تنحصر ما بين القشرة والدثار، مشكلةً مركبات غير متجانسة وعناصر مُنتجة عند درجات حرارة عالية.,ar
31,وهذا يتناسق مع التخطيط الرإداري لقشرة المركبة التي تمت من خلال المركبات المدارية، والتي أظهرت أن معظم تركيب القشرة هو الآنورثوسايت.,ar
32,كما أظهرت العينات المأخوذة من الصخور القمرية ذات المنشأ البركاني الناشئة نتيجة تجمد الصهارة المتدفقة، من أن هذه الصخور غنية بالحديد.,ar
33,وهذا يدل على غنى القمر بالحديد ومن خلال الدراسة يتوقع أنه ذو تركيب حديد أغنى مما هو عليه في الأرض.,ar
34,يقترح الجيولوجيون من أن متوسط سمك القشرة القمرية حوالي 50 كم.يعتبر القمر ثاني أكثف قمر طبيعي في المجموعة الشمسية بعد قمر المشتري إيو.,ar
35,ومع ذلك نواة القمر صغيرة بتصف قطر تقريبي 350 كم، وهو ما يشكل تقريباً 20% من حجم هذا الجرم.,ar
36,بينما تشكل نواة الأجرام الصخرية حوالي 50% من حجم هذه الأجرام.,ar
37,ولم يتم تحديد تركيبها بشكل دقيق، لكن يعتقد أنها مكونة من خلائظ حديدية تحوي كميات قليلة من الكبريت والنيكل.,ar
38,وقد تبين من خلال تحليل تغيرات وقت دوران القمر من أن جزء على الأقل من هذه النواة على شكل صهارة.,ar
39,القمر هو جسم متزامن الدوران، فهو يَدور حول محوره مرة واحدة خلال نفس المدة التي يُكمل فيها دورة واحدة حول الأرض.,ar
40,ويَتسبب هذا بأن القمر يُعطي دائماً للأرض نفس الوجه تقريباً.,ar
41,وقد كان القمر يَدور حول نفسه بمعدل أسرع في البداية عند تكونه، لكن دورانه تباطئ وأصبح مقيداً جذبياً كنتيجة لتأثيرات الاحتكاك المترافقة مع تأثير قوة المد والجزر من الأرض.,ar
42,يُسمى وجه القمر الذي يُواجه الأرض دائماً بالجانب القريب، بينما يُسمى وجهه الآخر الجانب البعيد.,ar
43,وكثيراً أيضاً ما يُطلق على الجانب البعيد اسم الجانب المظلم، لكن أشعة الشمس تضيؤه في الحقيقة بقدر ما تضيء الجانب القريب، فهو يُصبح بدراً مرة كل يوم قمري عندما يَكون الراصد على الأرض يَرى الجانب القريب محاقاً.تم قياس طوبوغرافية القمر باستخدام الليدار والتصوير ثلاثي الأبعاد.,ar
44,وأهم التضاريس الطوبوغرافية الموجودة عليه هي حوض أيتكين العملاق الواقع في القطب الجنوبي من جانب القمر البعيد، والذي يَبلغ قطره ما يُقارب 2.240 كيلومتر، وهو بهذا أكبر فوهة على القمر وأكبر فوهة معروفة في النظام الشمسي كله.,ar
45,أما قاعها فهو أخفض أرض على القمر بعمق يَبلغ 13 كيلومتراً.,ar
46,وتوجد أعلى أراضي القمر فقط في الشمال الشرقي، وقد كان يُعتقد أن هذه المنطقة أصبحت أكثر ارتفاعاً بسبب الشكل المنحرف لفوهة اصطدام القطب الجنوبي (أتكين).,ar
47,تملك أحواض اصطدامية أخرى أيضاً مثل بحر الأمطار والصفاء والشدائد وسميث والبحر الشرقي ارتفاعات عالية بالنسبة لمناطقها وحوافاً عالية أيضاً.,ar
48,إن متوسط ارتفاع الجانب القمري البعيد أعلى بحوالي 1.9 كم من الجانب القريب.,ar
49,تسمّى السهول القمرية المظلمة والمنبسطة نسبياً التي يُمكن رؤيتها بوضوح بالعين المجرّدة على سطح القمر بالبحار القمرية، وذلك بما أن الفلكيين القدماء كانوا يَعتقدون أنها مملوءة بالمياه.,ar
50,لكن الفلكيين يَعرفون اليوم أن هذه المعالم هي عبارة عن سهول متصلبة ضخمة تكوّنت من حمم بازلتية قديمة.,ar
51,ومع أنها مشابهة للبازلت على الأرض، إلا أنها أكثر غناً إلى حد بعيد بالحديد وتفتقر تماماً إلى المعادن الداخل بتركيبها الماء.,ar
52,معظم الحمم التي كوّنت البحار القمرية ثارت أو تدفقت إلى منخفضات كانت قد خلفتها اصطدامات قديمة، وتوجد العديد من البراكين الدرعية والقبب البركانية في بحار الجانب القريب تمثل آثاراً لما سبب تلك التفدقات.البحار القمرية ليست موجودة تقريباً إلا في جانب القمر القريب، فهي تغطي 31% من سطحه، وبالمقابل فإنه لا توجد على الجانب البعيد سوى بعض البقع الصغيرة المتبعثرة تشكل 2% من سطحه فقط.,ar
53,ويُعتقد أن هذا نتيجة لتركيز العناصر المُنتجة للحرارة تحت قشرة الجانب القريب، كما يَظهر في الخرائط الجيوكيمائية التي حصل عليها مسبار المنقب القمري باستخدام مطياف أشعة غاما، وربما تسبب هذا بارتفاع درجة حرارة الدثار الواقع تحت القشرة وبصهره جزئياً مما جعله يَرتفع إلى السطح ويَثور.,ar
54,معظم بحار القمر البازلتية ثارت خلال العصر الإمبريّ الذي امتد من 3 إلى 3.5 مليارات سنة، مع أن بعض العيّنات المؤرخة بالقياس الإشعاعي عُمرها يَعود إلى 4.2 مليار سنة، بينما يَبدو أن عُمر أحدث الانبعاثات المؤرخة بإحصاء الفوهات هو 1.2 مليار سنة فقط.المناطق الملوّنة الأقل كثافة من سطح القمر تسمى الهضبات القمرية، بما أنها أكثر ارتفاعاً من معظم البحار القمرية.,ar
55,توصلت القياسات الإشعاعية إلى أن عُمر هذه المناطق هو 4.4 مليارات سنة، وربما تمثل هذه الأراضي صخوراً متبلورة (تكونت من تراكم بلورات الصهارة) لأحافير سيليكاتية من محيط الصهارة القمري.,ar
56,بالمقارنة مع الأرض، لا توجد جبال قمرية ضخمة يُعتقد أنها تكونت نتيجة لحركة الصفائح التكتونية.,ar
57,الظاهرة الجيولوجية الكبيرة الأخرى الأخرى التي تؤثر على سطح القمر هي الاصطدامات، التي تخلف الفوهات عندما يَصطدم كويكب أو مذنب بسطح القمر.,ar
58,"يُقدر أن هناك 300,000 فوهة تقريباً قطرها أعلى من كيلومتر واحد على جانب القمر القريب وحده، بعضها مسماة نسبة إلى أكادميين وعلماء وفنانين ومستكشفين.",ar
59,إن الخط الزمني الجيولوجي للقمر مبنيّ على أبرز الاصطدامات التي حدثت في تاريخه، بما في ذلك النكتاريات والإمبريوميات والأوريينتيلات، وهي بنى تتميز بتألفها مع حلقات متعددة، قطرها نموذجياً يَتراوح من مئات إلى آلاف الكيلومترات ويَترافق معها مئزر عريض من ترسبات المقذوفات.,ar
60,إن افتقار القمر إلى غلاف جوي وطقس ونشاط جيولوجي حديث يَعني أن جميع هذه الفوهات محفوظة جيداً.,ar
61,ومع أنه تم تأريخ القليل فقط من الأحواض متعددة الحلقات بدقة حتى الآن، فإنها مفيدة في تحديد الأعمار النسبية للمناطق.,ar
62,فبما أن الفوهات الصدمية تراكمت بمعدل ثابت تقريباً، فحساب عددها في كل وحدة مساحة يُمكن أن يُستخدم لتقدير عُمر المنطقة.,ar
63,تم قياس الأعمار الإشعاعية للصخور التي ذابت عند حدوث الاصطدامات (بسبب الحرارة التي ولدتها) بواسطة مراكب أبولو في سبعينيات القرن العشرين، وقد تم التوصل إلى أن أعمارها تتراوح من 3.8 إلى 4.1 مليارات سنة، واستخدم هذا الدليل لاحقاً لافتراض نظرية حقبة القصف الثقيل المتأخر من الاصطدامات.,ar
64, لا يمكن أن يتواجد الماء في الحالة السائلة على سطح القمر، كما أن بخار الماء سرعان ما يتعرض لعملية الانحلال الضوئي بسبب أشعة الشمس وسرعان ما يضيع في الفضاء.,ar
65,يعتقد العلماء منذ سنة 1960 أن الماء موجود بشكل جليد ضمن الفوهات الصدمية النيزكية، أو يمكن أن ينتج بتفاعل الأكسجين الموجود في الصخور القمرية الغنية به مع الهيدروجين بواسطة الرياح الشمسية.,ar
66,وهذا الماء المتكون أو القادم مع النيازك يمكن أن يحافظ على بقاءه بشكل جليدي في الفوهات المعتمة في القطب، فهذه الفوهات ما زالت في العتمة منذ أكثر من ملياريّ سنة.,ar
67,أظهرت المحاكاة بواسطة الحاسوب أنه يمكن أن يتواجد ما يزيد عن 14000 كم2 من الجليد في هذه المناطق المظلمة.وجدت العديد من المناطق التي يعتقد وجود الجليد فيها.,ar
68,فمن خلال استخدام تجربة تقنية الرادار المزدوج للمسبار كليمنتين، وجد سنة 1994 بقعة صغيرة من الجليد قرب السطح (فيما بعد حددت هذه البقعة بواسطة مقراب أرسيبو الكاشوفي على أنها مقذوفات صخرية ناتجة عن فوهة صدمية حديثة).,ar
69,كما نجح المسبار لونار بروسبكتر سنة 1998 في تحديد وجود كميات عالية من الهيدروجين في الأمتار الأولى من الحطام الصخري قرب المنطقة القطبية.,ar
70,وفي تحليل جديد سنة 2008 لعينات من الصخور البركانية والتي أحضرت إلى الأرض بواسطة المركبة أبولو 15 وجود كميات قليلة من الماء ضمنها.,ar
71,ووجدت في الصور الطيفية للمسبار شاندرايان 1 كميات من الماء والهيدروكسيل منعكسة في ضوء الشمس، وهي دلالة على وجود كميات كبيرة من الماء، حيث كانت كميات المياه في الأشعة تصل إلى جزئ في 1000 مليون.,ar
72,وبعد بضع أسابيع، أصطدم إلكروس في فوهة مظلمة بشكل دائم ونجح في اكتشاف كميات من الجليد يصل تقديرها إلى 100 كغ.,ar
73,تم قياس قوة مجال القمر المغناطيسي بواسطة دراسة تأثير دوبلر بإرسال موجات راديوية من المراكب الفضائية التي تحلق في مدار حول القمر ثم تحليلها بعد أن ترتد مُجدداً إلى المركبة.,ar
74,من الآثار الرئيسية التي تخلفها جاذبية القمر مناطق تسمى الماسكونات، وهي عبارة عن مناطق من قشرة القمر تخضع لتأثير الجاذبية بأكثر مما تتوقعه النماذج النظرية (شذوذ الجاذبية)، وهذا يَحدث في بعض الأحواض التي تخلفها الاصطدامات، وتسببه جزئياً تدفقات حمم البحار البازلتية الكثيفة التي تسقط في هذه الأحواض.,ar
75,تؤثر الماسكونات بشكل ضخم على مدارات المراكب الفضائية حول القمر.,ar
76,لكن هناك بعض الأمور غير المفهومة حول هذه المعالم القمرية، فتدفقات الحمم وحدها لا يُمكنها تفسير كل هذا الشذوذ الجذبي، وعلاوة على هذا فإن بعض الماسكونات الموجودة ليست مرتبطة بحمم البحار القمرية.يَملك القمر مجالاً مغناطيسياً خارجياً تتراوح قوته من واحدة إلى آلاف النانوتسلات، وهذا أقل من 1% من قوة مجال الأرض.,ar
77,لا يَملك القمر حالياً مجالاً كاملاً ثنائي القطبية، لأن هذا يَتطلب وجود نواة معدنية سائلة في باطنه لتوليده، ولذا فإنه يَملك مغناطيسية قشرية فقط (من قشرته)، لكن ربما كان يَملك القمر في وقت ما في تاريخه مجالاً ثنائي القطبية عندما كانت نواته لا تزال سائلة بعد تكونه.,ar
78,من المحتمل أن بعض بقايا مغناطيسية القمر ما زالت تولد مجالات مغناطيسية لفترات قصيرة عابرة عند حدوث اصطدامات كبيرة على سطحه، وذلك خلال تمدد سحابة البلازما التي ولدها الاصطدام التي يَترافق معها وُجود مجال مغناطيسي حولها، وهذا يَتأثر أيضاً بالموقع الظاهري لأكبر التمغنطات القشرية على السطح والتي تقع قرب القطب المضاد (الجهة المقابلة من سطح القمر) لأحواض الاصطدام العملاقة.,ar
79, يَملك القمر غلافاً جوياً رقيقاً للغاية إلى حد أنه معدوم تقريباً، حيث أن إجمالي كتلته تبلغ أقل من 10 أطنان.,ar
80,والضغط السطحي الذي تولد هذه الكتلة الصغيرة هو حوالي 3×10−15 ض.ج (0.3 با)، لكنها تختلف حسب اليوم القمري.,ar
81,تتضمن مصادر غازات الغلاف الجوي ظاهرتي التغزية والفرقعة، عندما تتصاعد إلى الجو غازات كانت محتبسة على السطح (التغزية) أو تتحرر ذرات من مادة ما من التربة القمرية نتيجة لاصطدام جسميات الرياح الشمسية المشحونة بها (الفرقعة).,ar
82,ومن ضمن العناصر التي عُثر عليها في جو القمر الصوديوم والبوتاسيوم، وهي ناتجة عن عملية الفرقعة، وهي موجودة أيضاً في جوّي عطارد وآيو: الهيليوم-4 من الرياح الشمسية، والآرغون-40 والرادون-222 والبولونيوم-210 من التغزية بعد تكونهم بواسطة الانحلال الإشعاعي داخل القشرة والدثار.,ar
83,لكن غياب بعض الذرات والمركبات الطبيعية في الجو بينما هي موجودة في طبقة الريغولث (أي حطام صخري) مثل الأوكسجين والنيتروجين والكربون والهيدروجين والمغنيسيوم هو أمر غير مفهوم.,ar
84,كشفت مركبة شاندرايان-1 وُجود بخار الماء أيضاً في الجوّ القمري، والذي وَجدت أن مقداره يَختلف حسب دائرة العرض، مع مقدار أقصى يَبلغ ما يَتراوح من 60 إلى 70 درجة تقريباً، ومن المُحتمل أنه تكون من تسامي جليد الماء في الريغولث.,ar
85,ويُمكن إما أن يَعود هذا الغاز إلى الريغولث مُجدداً نتيجة لجاذبية القمر، أو أن يُفلت منها ويَنقذف إلى الفضاء الخارجي، وذلك يُمكن أن يَكون نتيجة لضغط الأشعة الشمسية أو لتأين جسيمات بخار الماء.,ar
86, يبلغ الانحراف المحوري لمحور القمر 1.54° فقط.,ar
87,وهو أقل بحوالي 23.44° من ميلان محور الأرض.,ar
88,ونتيجة هذا الانحراف القليل فإن التفاوت في الضياء الشمسي أقل مما هو على الأرض.,ar
89,كما تلعب التغيرات الطبوغرافية دوراً هاماً في التغيرات الفصلية.,ar
90,وتظهر الصور الملتقطة سنة 1994 بواسطة المسبار كليمنتين بأن هناك أربع مناطق جبلية على حافة فوهة بياري في منطقة القطب الشمالي تبقى مضاءة طوال اليوم القمري.,ar
91,وتبقى في حالة ذروة ضوئية دائمة.,ar
92,ولا توجد مناطق مشابه في القطب الجنوبي للقمر، بل على العكس توجد مناطق تبقى دائماً في حالة ظلمة مثل قيعان الفوهات الصدمية، وبطبيعة الحال تكون درجة الحرارة منخفضة بشكل كبير في هذه المناطق.,ar
93,وقد قاس مستكشف القمر المداري أقل درجة حرارة في فصل الصيف القمري ضمن هذه الفوهات الجنوبية ليجد أنها تصل إلى 35 كلفن.,ar
94,وتبلغ درجة الحرارة في فوهة هيرميت الواقعة بالقرب من القطب الشمالي عند الانقلاب الشتوي 26 كلفن.,ar
95,وهي أقل درجة حرارة قيست بمركبة فضائية ضمن النظام الشمسي على الأطلاق.,ar
96,حتى أنه أقل من درجة حرارة سطح بلوتو.,ar
97,يقوم القمر بدورة واحدة حول الأرض كل 27.3 يوم مقاسةً بالنسبة إلى النجوم الثابتة في السماء.وفي نفس الوقت تدور الأرض حول الشمس مما يجعل عودة القمر إلى طوره الذي يظهر منه من الأرض يستغرق وقت أطول وهو 29.5 يوم.,ar
98,وبشكل مخالف لباقي أقمار بقية الكواكب، يقع مدار القمر بشكل أقرب لمسار الشمس من خط استواء الكوكب الرئيسي.,ar
99,كما يتشوش مدار القمر بتأثير كل من الأرض والشمس بعدة طرق وبشكل معقد.,ar
100,فعلى سبيل المثال: الحركة المدارية للقمر هي حركة بدارية مما تؤثر على الجوانب الأخرى لحركة القمر.,ar
101,ويعبر عن هذا التتابع التأثيري الحركي رياضياً بقوانين كاسيني.,ar
102,يعتبر القمر ذو حجم كبير بالنسبة لكونه تابع للأرض.,ar
103,فالبنسبة للحجم فقطره يساوي ربع قطر الأرض.,ar
104,وبالنسبة للكتلة فهو يساوي 1/81 من كتلة الأرض.,ar
105,ليكون القمر أكبر قمر طبيعي نسبةً لكوكبه في المجموعة الشمسية، على الرغم من أن شارون قمر بلوتو هو الأكبر نسبياً لكنه يعتبر تابع لكوكب قزم.لا يدور القمر حول مركز ثقل الأرض تماماً ولكنه يدور حول نقطة مركز ثقل النظام ككل وهي تبعد حوالي 1700 كم عن سطح الأرض(حوالي ربع نصف قطر الأرض).,ar
106,للقمر بياض منخفض بشكل كبير، لتكون انعكاسيته مساوية لإنعكاسية الفحم.,ar
107,وعلى الرغم من ذلك فهو ثاني جرم إضاء في سماء الأرض بعد الشمس.,ar
108,فيبلغ القدر الظاهري للشمس −26.7 بينما يبلغ القدر الظاهري للقمر في حالة البدر −12.7.,ar
109,ويرجع هذا جزئياً بسبب تحسين السطوع بفعل التأثير العكسي،فيكون سطوع القمر عندما يكون في الطور الربعي (يظهر ربع القمر) 1/10 فقط عوضاً على أن تكون سطوعه نصف سطوع في وضع حالة البدر.,ar
110,بالإضافة إلى أن الثبات اللوني في النظام البصري يتدرج حسب العلاقة بين لون الجسم والوسط المحيط.,ar
111,وبما أن الوسط المحيط هو وسط مظلم نسبياً، فإن إضاءة الشمس لسطح القمر تظهر القمر على أنه جسم مضئ.,ar
112,وتظهر أطراف القمر بنفس سطوع مركزه، بدون سواد الأطراف بسبب الخصائص الانعكاسية للتربة القمرية، والتي تشع ضوء باتجاه الشمس أكثر مما تشعه في أي اتجاه آخر.,ar
113,يبدو القمر أكبر عندما يكون قريباً من خط الأفق، لكن هذا بسبب تأثيرات نفسية معروفة باسم الوهم القمري والذي وصف لأول مرة في القرن السابع قبل الميلاد.,ar
114,يختلف أعلى ارتفاع للقمر في السماء، فيتغير تبعاً لطور القمر والتغيرات الفصلية السنوية.ويكون أكثر ارتفاع للقمر خلال الشتاء.,ar
115,كما أن النقطة القمرية ذات الدور 18.6 سنة لها تأثير أيضاً، عندما تكون نقطة الاعتدال في الاعتدالان فإن الانحراف يمكن أن يصل إلى 28 درجة كل شهر.,ar
116,ويعني هذا أن القمر يظهر على ارتفاع 28 درجة فوق خط الاستواء عوضاً عن 18 درجة في الأحوال العادية.,ar
117,"كما يعتمد اتجاه الهلال على خط العرض الذي يتم رصد القمر منه.تتغير المسافة بين الأرض والقمر تقريبا من 356,400 كم عند الحضيض إلى 406,700 كم عند الأوج، (الأقرب والأبعد على التوالي).",ar
118,في 14 نوفمبر 2016 كان القمر أقرب إلى الأرض عند البدر بنسبة 14% مقارنة بأبعد نقطة له في الأوج، الشيء الذي لم يحصل منذ سنة 1948م.,ar
119,تعرف هذه الحالة باسم القمر العملاق.,ar
120,تزامنت لحظة أقرب نقطة مع وقت البدر، وكانت شدة السطوع أكبر بـ 30% بالمقارنة مع أبعد نقطة، بسبب القطر الزاوي الذي أصبح أكبر بـ 14% لأن1.142 ≃ 1.30 \simeq 1.30}تحدَد النسبة المئوية لانخفاض السطوع التي تظهر للملاحظ بالعلاقة التالية:p e r c e i v e d r e d u c t i o n % = 100 a c t u a l r e d u c t i o n %100بحيث الإنخفاض الفعلي هو 1.00/1.30 أي 0.770 تقريبا، والإنخفاظ الظاهري هو 1.00 / 1.14 أي حوالي 0.877، هذا يعطي حوالي 14% كنسبة تكبير ظاهرية بين الأوج والحضيض بالنسبة لنفس الطور.,ar
121,كان هناك جدل تاريخي حول فيما إذا ملامح القمر تتغير بمرور الوقت.,ar
122,وقد ثبت اليوم ان تلك الملاحظات هي وهمية نتيجة اختلاف الإضاءة أثناء رصد قمر وسوء الرؤوية الفلكية والرسومات غير الواضحة.,ar
123,يأثر ظهور القمر مثل الشمس على الغلاف الجوي الأرضي، إحدى التأثيرات الشائعة هو تشكل هالة ضوئية عندما ينعكس ضوء القمر على بلورات الجليد المتواجدة في سحب السمحاق وتظهر حلقات إكليلية عندما يُنظر إلى القمر من خلال سحب رقيقة.,ar
124,يحدث الكسوف/الخسوف عندما يكون كل من الأرض والقمر والشمس على نفس الخط.,ar
125,يحدث كسوف الشمس بالقرب من القمر الجديد أي عندما يقع القمر بين الأرض والشمس.,ar
126,بينما يحدث خسوف القمر عندما يكون القمر بدر، أي عندما تكون الأرض بين الشمس والقمر.,ar
127,تتداخل الرؤوية من الأرض مع أنواع الخسوف/كسوف حسب القطر الزاوي، لذلك يمكن أن يحدث خسوف/كسوف كلي أو حلقي.,ar
128,يغطي القمر قرص الشمس بالكامل في الكسوف الكلي وتصبح هالة الشمس مرئية بالعين المجردة.,ar
129,قبل مئات ملايين السنين كان الكسوف الحلقي مستحيل، لأن المسافة بين الأرض والقمر تزداد قليلاً بمرور الوقت، وبالتالي فإن القطر الزاوي يتناقص مع الوقت، وبالتالي فإن القمر سيغطي قرص الشمس بالكامل وكذلك الأمر بعد 600 مليون سنة من الآن فإن القمر لن يغطي الشمس طويلاً، فلن يحدث إلا كسوف حلقي.وبما أن القمر يميل 5 درجات على مدار الأرض حول الشمس فإن الكسوف/خسوف لا يحدث كل قمر جديد أو بدر، ولكي يحدث الكسوف/خسوف يجب أن يكون القمر قرب تقاطع مستويي المدارين.,ar
130,وتصف دورية وتكرار الخسوف/كسوف بدورة الكسوف/خسوف بفترة تصل تقريباً إلى 18 سنة.بما أن القمر يحجب رؤويتنا في السماء بمقدار نصف درجة على نطاق دائري، فإن يقوم بظاهرة الاحتجاب عندما يمر نجم مشع بالقرب منه فإنه يُحتجب عن الرؤوية.,ar
131,بالتالي فإن كسوف الشمس هو عبارة عن احتجاب للشمس.,ar
132,بما أن القمر قريب من الأرض، فإن احتجاب نجم ما لا يكون ظاهر في كل أنحاء الأرض، ولا في نفس الوقت.,ar
