,Sentence,Language_code
18,"La Luna se mantiene, bajo el Tratado sobre el espacio ultraterrestre, libre para la exploración de cualquier nación con fines pacíficos.",es
19," La palabra que designa al satélite de la Tierra, «luna», procede del latín.",es
20,"En esta lengua era originalmente la forma femenina de un adjetivo en -no- *leuk-s-no, 'luminoso'.",es
21,"Por lo tanto, la palabra «luna» significa 'luminosa', 'la que ilumina'.",es
22,"Este adjetivo latino deriva de la raíz *lūc-/lŭc- ('brillar', 'ser luminoso'), de donde proceden igualmente luceo ('lucir'), lumen ('luz'), lux ('luz'), etc.",es
23,"A su vez, esta raíz procede de la raíz indoeuropea *leuk-, que se encuentra en otras lenguas en términos relacionados con la luz, como el griego λύχνος, lýkhnos (lýjnos), 'lámpara'.",es
24,"Probablemente, el epíteto *leuksno-/ *louksno-, 'la luminosa', ya era utilizado para designar a la luna en protoindoeuropeo.",es
25,"En protoindoeuropeo también existió un nombre masculino para la Luna, formado sobre la raíz *mēns-, del que se conservan formas en varias lenguas, como el griego μηνός, menós, 'luna', e incluso con el sentido primitivo en lenguas itálicas, como el umbro (ablativo singular) menzne, 'Luna'.",es
26,En latín esta forma *mēns- ha evolucionado semánticamente para designar el 'mes'.,es
27,"De «luna» procede el término '«lunes», que ya en latín designaba el 'día de la luna' (dies lunae).",es
28,"[2]​ Asimismo, el término griego Selene (en griego antiguo, Σελήνη Selếnê, nombre de la diosa mitológica asociada a la Luna) ha pervivido en el español y en otros idiomas como una forma culta para expresar determinados conceptos relacionados con la Luna (como por ejemplo las palabras «selenografía», que designa la cartografía lunar; o «selenita», el gentilicio de los supuestos habitantes del satélite y «selenio», elemento químico).",es
29, La Luna es excepcionalmente grande en comparación con su planeta la Tierra: un cuarto del diámetro del planeta y 1/81 de su masa.,es
30,[3]​ Es el segundo satélite más grande del Sistema Solar en relación al tamaño de su planeta siendo Caronte el más grande en relación al planeta enano Plutón.,es
31,"La superficie de la Luna es menos de una décima parte de la Tierra, lo que representa cerca de un cuarto del área continental de la Tierra.",es
32,"Sin embargo, la Tierra y la Luna siguen siendo consideradas un sistema planeta-satélite, en lugar de un sistema doble planetario, ya que su baricentro, está ubicado cerca de 1700 km (aproximadamente un cuarto del radio de la Tierra) bajo la superficie de la Tierra.",es
33,[4]​ Varios mecanismos han sido propuestos para explicar la formación de la Luna hace 4527±10 millones de años.,es
34,"Esta edad se ha calculado según la datación del isótopo de las rocas lunares, entre 30 y 50 millones de años luego del origen del sistema solar.",es
35,"[5]​ Estos incluyen la fisión de la Luna desde la corteza terrestre debido a fuerzas centrífugas,[6]​ que deberían haber requerido también un giro inicial de la Tierra;[7]​ la atracción gravitacional de la Luna en estado de formación,[8]​ que hubiera requerido una extensión inviable de la atmósfera para disipar la energía de la Luna, que se encontraba pasando;[7]​ y la co-formación de la Luna y la Tierra juntas en el disco de acreción primordial, que no explica la depleción de hierro en estado metálico.",es
36,[7]​ Estas hipótesis tampoco pueden explicar el fuerte momento angular en el sistema Tierra-Luna.,es
37,"[9]​La hipótesis general hoy en día es que el sistema Tierra-Luna se formó como resultado de un gran impacto: un cuerpo celeste del tamaño de Marte colisionó con la joven Tierra, volando material en órbita alrededor de esta, que se fusionó para formar la Luna.",es
38,[10]​ Se cree que en el Sistema Solar primitivo eran frecuentes impactos gigantescos como este.,es
39,"Los modelados de un gran impacto por simulaciones computacionales concuerdan con las mediciones del momento angular del sistema Tierra-Luna, y el pequeño tamaño del núcleo lunar; a su vez demuestran que la mayor parte de la materia de la Luna proviene del objeto que impactó, no de la joven Tierra.",es
40,"[11]​ Además, ciertos meteoritos demuestran que las composiciones isotópicas del oxígeno y el tungsteno de otros cuerpos del Sistema Solar interior tales como Marte y (4) Vesta son muy distintas a las de la Tierra, mientras que la Tierra y la Luna tienen composiciones isotópicas prácticamente idénticas.",es
41,"La mezcla de materia evaporada tras el impacto entre la Tierra y la Luna pudo haber equiparado las composiciones,[12]​ aunque esto es debatido.",es
42,"[13]​ La importante cantidad de energía liberada en el gran impacto y la subsecuente fusión del material en la órbita de la Tierra pudo haber derretido la capa superficial de la Tierra, formando un océano de magma.",es
43,[14]​[15]​ La recién formada Luna pudo también haber tenido su propio océano de magma lunar; las estimaciones de su profundidad varían entre 500 km y el radio entero de la Luna.,es
44,"En astronomía, una distancia lunar (LD) es la medida de la distancia desde la Tierra a la Luna.",es
45,La distancia media entre la Tierra y la Luna es 384 400 kilómetros.,es
46,[16]​ La distancia real varía a lo largo de la órbita de la Luna.,es
47,Se realizan mediciones de alta precisión de la distancia a la Luna midiendo el tiempo que tarda la luz en viajar entre las estaciones LIDAR en la Tierra y los retrorreflectores colocados en la Luna.,es
48,"La Luna se aleja de la Tierra a una tasa promedio de 3,8 cm por año, como lo detectó el experimento de medición lunar láser.",es
49,[17]​[18]​[19]​ La tasa de la recesión se considera anormalmente alta.,es
50,"[20]​ Por coincidencia, la diagonal de los cubos de los retrorreflectores en la Luna también es de 3,8 cm.",es
51,"[21]​[22]​ La primera persona que midió la distancia a la Luna fue el astrónomo y geógrafo Hiparco en el año 150 a. C. Se basó en el dato del diámetro de la Tierra, calculado por Eratóstenes 100 años antes.",es
52,Obtuvo una distancia de 348 000 km.,es
53,"Para este cálculo utilizó la curvatura de la sombra que proyecta la Tierra sobre la Luna en un eclipse lunar, un método ideado por Aristarco de Samos.",es
54,"[23]​ Es notable el pequeño error, dada las limitaciones de la época, siendo de solamente de unos 36 000 km, lo que representa menos de 10 % El catálogo de objetos cercanos de la NASA incluye las distancias a la Tierra de asteroides y cometas medidas en distancias lunares.",es
55,"[24]​La Luna tarda en dar una vuelta alrededor de la Tierra 27 d 7 h 43 min si se considera el giro respecto al fondo estelar (revolución sideral), pero 29 d 12 h 44 min si se la considera respecto al Sol (revolución sinódica) y esto es porque en este lapso la Tierra ha girado alrededor del Sol (ver mes).",es
56,"Esta última revolución rige las fases de la Luna, eclipses y mareas lunisolares.",es
57,"Como la Luna tarda el mismo tiempo en dar una vuelta sobre sí misma que en torno a la Tierra, presenta siempre la misma cara.",es
58,"Esto se debe a que la Tierra, por un efecto llamado gradiente gravitatorio, ha frenado completamente a la Luna.",es
59,La mayoría de los satélites regulares presentan este fenómeno respecto a sus planetas.,es
60,"Así pues, hasta la época de la investigación espacial (Luna 3) no fue posible ver la cara lunar oculta, que presenta una disimetría respecto a la cara visible.",es
61,"El Sol ilumina siempre la mitad de la Luna (exceptuando en los eclipses de luna), que no tiene por qué coincidir con la cara visible, produciendo las fases de la Luna.",es
62,"La inmovilización aparente de la Luna respecto a la Tierra se ha producido porque la gravedad terrestre actúa sobre las irregularidades del globo lunar de forma que en el transcurso del tiempo la parte visible tiene 4 km más de radio que la parte no visible, estando el centro de gravedad lunar desplazado del centro lunar 1,8 km hacia la Tierra.",es
63,Revolución sinódica: es el intervalo de tiempo necesario para que la Luna vuelva a tener una posición análoga con respecto al Sol y a la Tierra.,es
64,"Su duración es de 29 d 12 h 44 min 2,78 s. También se le denomina lunación o mes lunar.",es
65,Revolución sideral: es el intervalo de tiempo que le toma a la Luna volver a tener una posición análoga con respecto a las estrellas.,es
66,"Su duración es de 27 d 7 h 43 min 11,5 s. Revolución trópica: es el lapso necesario para que la Luna vuelva a tener igual longitud celeste.",es
67,"Su duración es de 27 d 7 h 43 min 4,7 s. Revolución draconítica: es el tiempo que tarda la Luna en pasar dos veces consecutivas por el nodo ascendente.",es
68,Su duración es de 27 d 5 h 5 min 36 s. Revolución anomalística: es el intervalo de tiempo que transcurre entre 2 pasos consecutivos de la Luna por el perigeo.,es
69,Su duración es de 27 d 13 h 18 min 33 s. El hecho de que la Luna salga aproximadamente una hora más tarde cada día se explica conociendo la órbita de la Luna alrededor de la Tierra.,es
70,La Luna completa una vuelta alrededor de la Tierra aproximadamente en unos 28 días.,es
71,"Si la Tierra no rotase sobre su propio eje, sería muy fácil detectar el movimiento de la Luna en su órbita.",es
72,Este movimiento hace que la Luna avance alrededor de 12° en el cielo cada día.,es
73,"Si la Tierra no rotara, lo que se vería sería la Luna cruzando la bóveda celeste de oeste a este durante dos semanas, y luego estaría dos semanas ausente (durante las cuales la Luna sería visible en el lado opuesto del Globo).",es
74,"Sin embargo, la Tierra completa un giro cada día (la dirección de giro es también hacia el este).",es
75,"Así, cada día le lleva a la Tierra alrededor de 50 minutos más para estar de frente con la Luna nuevamente (lo cual significa que se puede ver la Luna en el cielo).",es
76,"El giro de la Tierra y el movimiento orbital de la Luna se combinan, de tal forma que la salida de la Luna se retrasa del orden de 50 minutos cada día.",es
77,"Teniendo en cuenta que la Luna tarda aproximadamente 28 días en completar su órbita alrededor de la Tierra, y esta tarda 24 horas en completar una revolución alrededor de su eje, es sencillo calcular el «retraso» diario de la Luna.",es
78,"Mientras que en 24 horas la Tierra habrá realizado una revolución completa, la Luna solo habrá recorrido un 1/28 de su órbita alrededor de la Tierra, lo cual expresado en grados de arco da:360∘ 28 = 12∘51 ′ = Si ahora se calcula el tiempo que la Tierra en su rotación tarda en recorrer este arco, 12∘51 ′360∘ ×24×60=51 , 451'}\times \times = da los aproximadamente 50 minutos que la Luna retrasa su salida cada día.",es
79,"Para notar el movimiento de la Luna en su órbita, hay que tener en cuenta su ubicación en el momento de la puesta de Sol durante algunos días.",es
80,Su movimiento orbital la llevará a un punto más hacia el este en el cielo en el crepúsculo cada día.,es
81,"Caras de la luna 		 		 		 		 La Luna gira sobre un eje de rotación que tiene una inclinación de 88,3° con respecto al plano de la eclíptica de la Tierra, por tanto casi perpendicular.",es
82,"Dado que la duración de los dos movimientos es la misma, la Luna presenta a la Tierra constantemente el mismo hemisferio.",es
83,"La Luna tarda 27,32 días en dar una vuelta sobre sí misma.",es
84," Al desplazarse en torno del Sol, la Tierra arrastra a su satélite y la forma de la trayectoria que esta describe es una curva de tal naturaleza que dirige siempre su concavidad hacia el Sol.",es
85,La velocidad con que la Luna se desplaza en su órbita alrededor de la Tierra es de 1 km/s.,es
86,"Debido a la excentricidad de la órbita lunar, la inclinación del eje de rotación de la Luna con respecto al plano de la eclíptica y al movimiento de rotación de la Tierra en el curso de una revolución sideral, se logra ver, desde la Tierra, un 59 % de la superficie de la Luna —en vez del 50 %—, como si estuviese animado de ligeros balanceos de este a oeste y de norte a sur.",es
87,Estos movimientos aparentes se conocen con el nombre de libraciones.,es
88, Se debe a que el movimiento de rotación de la Luna es uniforme mientras que su velocidad angular no lo es.,es
89,Es máxima en el perigeo y mínima en el apogeo.,es
90,"Debido a esa Libración el satélite tiene un balanceo de oriente a poniente, gracias al cual se logra ver la superficie convexa correspondiente a la de un huso de 7°.",es
91,Es debido a la inclinación del eje de rotación de la Luna con respecto al plano de su órbita y a la eclíptica.,es
92,"Dicho eje forma un ángulo de 88° 30′ con el plano de la eclíptica y como el de la órbita lunar es de 5° con respecto a la eclíptica, entonces el ángulo formado con el eje de rotación de la Luna con el plano de su órbita es de 6° 30′.",es
93,"Por lo tanto, no solo pueden verse el polo norte y el polo sur de la Luna sino que se logra ver 6° 30′ más allá del polo sur.",es
94,"Esta libración es una especie de cabeceo de norte a sur en un tiempo que no es igual a una revolución sideral pues es de 27,2 días.",es
95, Se debe al hecho de que el radio terrestre no es despreciable con respecto a la distancia a la Luna.,es
96,"El valor de esta libración es de casi un grado, valor aproximado a su grado de paralaje.",es
97, La Luna por su tamaño es el quinto satélite del Sistema Solar.,es
98,"No obstante si se adopta como criterio de comparación el cociente de masas con su planeta resulta que Ganímedes es 1/12500 la masa de Júpiter, Titán es 1/4700 la masa de Saturno y la Luna es 1/81,3 la masa de la Tierra.",es
99,De esta manera se podría considerar el sistema Tierra-Luna como un sistema binario.,es
100,"Es la denominación que algunos científicos dan al sistema Tierra-Luna debido al desmesurado tamaño que presenta el satélite con relación al planeta, de solamente 81 veces menor masa y únicamente 3,6 veces menor de diámetro (si el planeta fuese del tamaño de una pelota de baloncesto, la Luna sería como una pelota de tenis).",es
101,"Esta afirmación se apoya en las relaciones existentes entre los distintos planetas del Sistema Solar y sus satélites, variando estas entre las 3,6/1 veces menor de la Luna y las 8924/1 del satélite XIII Leda con relación a Júpiter.",es
102,"Otras relaciones son: V Miranda 105/1 con relación a Urano, II Deimos 566/1 con relación a Marte o I Ío de 39/1 con relación a Júpiter.",es
103,"También se apoya esta denominación en la inexistencia de más satélites naturales que orbiten a la Tierra, pues lo habitual es que no exista ninguno (caso de Mercurio o Venus) o que existan multitud de ellos como sucede en los planetas del tipo joviano.",es
104,"Así, cuando se dice que la Tierra describe una elipse en torno al Sol, en realidad se debe decir que la órbita la describe el centro del sistema Tierra-Luna.",es
105,"Ambos astros, unidos por un eje invisible, forman algo así como una haltera disimétrica que gira en torno a su centro de gravedad.",es
106,"Debido a que la masa de la Tierra es muy superior a la de la Luna, ese centro, denominado baricentro, que divide a la masa común en dos partes iguales, está situado en el interior del globo terrestre, a unos 4683 km de su centro.",es
107,"Así, 26 veces al año, la Luna pasa alternativamente de uno al otro lado de la órbita terrestre.",es
108,"De esas consideraciones, se desprende que los movimientos de la Luna son mucho más complejos de lo que se supone, siendo necesario para determinar con exactitud los movimientos reales de la Luna tener en cuenta nada menos que 1.475 irregularidades en los movimientos lunares diferentes y que incluyen las perturbaciones de su órbita debidas a la atracción ejercida por los demás astros del sistema solar, especialmente Venus (el más cercano) y Júpiter (el de mayor masa), así como entre otros la aceleración secular del movimiento de la Luna.",es
109,"La Luna describe alrededor de la Tierra una trayectoria elíptica de baja excentricidad, a una distancia media de 384 400 kilómetros y en el mismo sentido (antihorario) al movimiento de traslación terrestre alrededor del Sol.",es
110,"La distancia entre la Tierra y su satélite natural varía, así como también lo hace la velocidad en la órbita.",es
111,"[25]​ Dado que la rotación lunar es uniforme y su traslación no, pues sigue las leyes de Kepler, se produce una Libración en longitud que permite ver un poco más de la superficie lunar al Este y al oeste, que de no ser así no se vería.",es
112,El plano de la órbita lunar está inclinado respecto a la eclíptica unos 5° por lo que se produce una Libración en latitud que permite ver alternativamente un poco más allá del polo Norte o del Sur.,es
113,Por ambos movimientos el total de superficie lunar vista desde la Tierra alcanza un 59 % del total.,es
114,"Cada vez que la Luna cruza la eclíptica, si la Tierra y el Sol están sensiblemente alineados (Luna llena o Luna nueva) se producirá un eclipse lunar o un eclipse solar.",es
115,La órbita de la Luna es especialmente compleja.,es
116,La razón es que la Luna está suficientemente lejos de la Tierra y la fuerza de gravedad ejercida por el Sol es significativa.,es
117,"Dada la complejidad del movimiento, los nodos de la Luna, no están fijos, sino que dan una vuelta en 18,6 años.",es
118,"El eje de la elipse lunar no está fijo y el apogeo y perigeo dan una vuelta completa en 8,85 años.",es
119,La inclinación de la órbita varía entre 5° y 5° 19′.,es
120,"De hecho, para calcular la posición de la Luna con exactitud hace falta tener en cuenta por lo menos varios cientos de términos.",es
121,"Además, la órbita Luna-Tierra se encuentra inclinada respecto al plano de la órbita Tierra-Sol, de modo que únicamente en dos puntos de su trayectoria, llamados nodos, pueden producirse eclipses solares o lunares.",es
122,"Asimismo, la Luna se aleja unos cuatro centímetros al año de la Tierra,[26]​ a la vez que va frenando la rotación terrestre —lo que hará que en un futuro lejano los eclipses totales de Sol dejen de producirse al no tener la Luna suficiente tamaño como para tapar completamente el disco solar—.",es
123,"En teoría, dicha separación debería prolongarse hasta que la Luna tardara 47 días en completar una órbita alrededor de nuestro planeta, momento en el cual nuestro planeta tardaría 47 días en completar una rotación alrededor de su eje, de modo similar a lo que ocurre en el sistema Plutón-Caronte.",es
124,"Sin embargo, la evolución futura de nuestro Sol puede trastocar este proceso.",es
125,"Es posible que al convertirse nuestra estrella en una gigante roja dentro de varios miles de millones de años, la proximidad de su superficie al sistema Tierra-Luna haga que la órbita lunar se vaya cerrando hasta que la Luna esté a alrededor de 18 000 kilómetros de la Tierra —el límite de Roche—, momento en el cual la gravedad terrestre destruirá la Luna convirtiéndola en unos anillos similares a los de Saturno.",es
126,"De todas formas, el fin del sistema Tierra-Luna es incierto y depende de la masa que pierda el Sol en esos estadios finales de su evolución.",es
127,"[27]​ Un estudio de la Agencia Espacial Europea realizado en 2019, con datos recopilados por el observatorio SOHO, establece que la Luna orbita dentro de la atmósfera terrestre pues la región más distante de esta se extiende más allá de la órbita de la Luna y tiene un radio de 630 000 km, 50 veces el diámetro de la Tierra.",es
128,"[28]​ Un eclipse lunar es un evento astronómico que sucede cuando la Tierra se interpone entre el Sol y la Luna, generando un cono de sombra que oscurece a la Luna.",es
129,"El diámetro del Sol es 400 veces más grande que el de la Luna, pero también está 400 veces más lejos, de modo que ambos abarcan aproximadamente el mismo ángulo sólido para un observador situado en la Tierra.",es
130,La Luna en un eclipse lunar puede contener hasta tres veces su diámetro dentro del cono de sombra causado por la Tierra.,es
131,Los eclipses lunares se clasifican en 3 tipos.,es
132,Estos sonːPenumbralesː la Luna llena pasa solamente por la zona de la penumbra del cono de sombra terrestre.,es
133,"Su luminosidad relativa muy poco, por lo tanto no se percibe una vista simple.",es
134,"Parcialesː la Luna llena no entra completamente en el cono de sombra de la Tierra, es decir parte queda en la penumbra y parte en la umbra, será entonces parcial.",es
135,"Totalesː la Luna llena entra completamente en el cono de sombra terrestre adquiriendo distintos colores desde un amarillento, anaranjado, cobrizo suave hasta uno oscuro.Por el contrario, en un eclipse solar, la silueta oscura de la Luna oscurece por completo la brillante del Sol (eclipse total) y en determinada parte de su órbita, cuando está más distante, no llega a ocultarlo del todo, dejando una franja anular (eclipse anular) o no está exactamente en línea con la Tierra y la Luna solo oscurece parcialmente al Sol (eclipse parcial).",es
136,La complejidad del movimiento lunar dificulta el cálculo de los eclipses y se debe tener presente la periodicidad con que estos se producen (Periodo Saros).,es
137,"En realidad, la Luna no gira en torno a la Tierra, sino que la Tierra y la Luna giran en torno al centro de masas de ambos.",es
138,"Sin embargo, al ser la Tierra un cuerpo grande, la gravedad que sobre ella ejerce la Luna es distinta en cada punto.",es
139,"En el punto más próximo es mucho mayor que en el centro de masas de la Tierra, y mayor en este que en el punto más alejado de la Luna.",es
140,"Así, mientras la Tierra gira en torno al centro de gravedad del sistema Tierra-Luna, aparece a la vez una fuerza que intenta deformarla, dándole el aspecto de un huevo.",es
141,"Este fenómeno se llama gradiente gravitatorio, el cual produce las mareas.",es
142,Al ser la Tierra sólida la deformación afecta más a las aguas y a la atmósfera y es lo que da el efecto de que suban y bajen dos veces al día (sube en los puntos más cercano y más alejado de la Luna).,es
143,"Un efecto asociado es que las mareas frenan a la Tierra en su rotación (pierde energía debido a la fricción de los océanos con el fondo del mar), y dado que el sistema Tierra-Luna tiene que conservar el momento angular, la Luna lo compensa alejándose, actualmente, 38 mm[36]​ cada año, como han demostrado las mediciones láser de la distancia, posibles gracias a los retro-reflectores que los astronautas dejaron en la Luna.",es
144,Hasta el año 2009 se debatió en la comunidad científica la posible existencia de agua en la Luna.,es
145,"El ambiente selenita hace casi imposible la presencia de agua: a no ser en forma cristalizada microscópica en las rocas, la existencia de agua líquida es prácticamente imposible, ya que en la mayor parte de la superficie lunar, por momentos la temperatura asciende mucho.",es
146,Esto y la falta de una atmósfera implican que toda agua expuesta al ambiente lunar típico se sublime y que sus moléculas se fuguen al espacio.,es
147,"Sin embargo dos descubrimientos, uno en 1996 por parte de la sonda Clementine,[37]​ y otro en 1998 debido al Lunar Prospector detectaron imprevistas presencias de hidrógeno en los polos lunares.",es
148,"[38]​ Una hipótesis para explicar tal fenómeno es que ese hidrógeno esté en forma de agua y que algunos cometas, al impactar en las zonas polares, puedan haber creado cráteres donde no llega la luz solar.",es
149,En tales cráteres quizás pudiera encontrarse agua congelada de origen cometario (es decir: agua exógena).,es
150,"En el interior de los cráteres polares nunca llega la luz solar, permanecen en una eterna oscuridad y jamás suben de los −240 °C.",es
151,En estas gélidas oquedades hay agua congelada o un compuesto con hidrógeno como el metano (CH4).,es
152,"El 24 de septiembre de 2009, la India reportó que su primera nave de exploración lunar la Chandrayaan-1 utilizando el Moon Mineralogy Mapper (Trazador Mineralógico Lunar) de la NASA, ha encontrado evidencias de una importante cantidad de agua endógena (no procedente de otros astros) por debajo de la superficie de la Luna, tal agua sería en gran parte producto de las reacciones químicas desencadenadas por las fuertes radiaciones que el mencionado satélite recibe, más concretamente: el viento solar durante el día lunar haría que los iones de hidrógeno presentes en los materiales superficiales selenitas originen hidróxilo (OH) y agua (H2O),[39]​ en cuanto al posible hielo lunar algunos científicos sugieren que pudiera haber hasta 300 millones de toneladas en los cráteres polares que nunca reciben luz ni calor solar.",es
153,"[40]​[41]​[42]​El 13 de noviembre de 2009, la Agencia espacial de Estados Unidos NASA anunció el hallazgo de agua en la Luna.",es
154,"Cuando, el 9 de octubre, la NASA estrelló la sonda LCROSS y su impulsor Centauro en el fondo del cráter Cabeus en el polo sur de la Luna, en una operación que buscaba confirmar la presencia de agua en el satélite natural de la Tierra.",es
155,La colisión levantó una columna de material desde el fondo de un cráter que no ha recibido la luz del Sol en miles de millones de años.,es
156,"El agua que se levantó por el impacto de la sonda podría llenar una docena de baldes de ocho litros, dijo el científico Anthony Colaprete.",es
157,"Los datos preliminares obtenidos del análisis de esos materiales “indican que la misión descubrió, exitosamente, agua […] y este descubrimiento abre un nuevo capítulo en nuestro conocimiento de la Luna”, afirmó la NASA.",es
158,"“La concentración y distribución de agua y de otras sustancias requieren más análisis, pero podemos decir con seguridad que (el cráter) Cabeus contiene agua”, afirmó Colaprete.",es
159,"[43]​ En octubre de 2020, la NASA reveló que el observatorio SOFIA había logrado detectar la presencia de moléculas de agua —en forma de pequeños depósitos situados entre el terreno o atrapados en cristales— en el cráter lunar Clavius.",es
160,"El telescopio captó luz infrarroja en una longitud de onda que solo puede emitir el agua y el descubrimiento, que confirma la presencia de este elemento en el área iluminada de la Luna, fue publicado en Nature Astronomy.",es
161,Otro estudio dado a conocer en la misma revista afirma que los depósitos fríos de agua (en zonas donde no llega la luz del Sol) de este satélite ocuparían unos 40 000 kilómetros cuadrados.,es
162,"[44]​La Luna tiene una atmósfera insignificante debido a su baja gravedad y ausencia de campo electromagnético, incapaz de retener moléculas de gas en su superficie.",es
163,La totalidad de su composición aún se desconoce.,es
164,"El programa Apolo identificó átomos de helio y argón, y más tarde (en 1988), observaciones desde la Tierra añadieron iones de sodio y potasio.",es
165,La mayor parte de los gases en su superficie provienen de su interior.,es
166,La agitación térmica de las moléculas de gas viene inducida por la radiación solar y por las colisiones aleatorias entre las propias partículas atmosféricas.,es
167,"En la atmósfera terrestre las moléculas suelen tener velocidades de cientos de metros por segundo, pero excepcionalmente algunas logran alcanzar velocidades de 2000 a 3000 m/s.",es
168,"Dado que la velocidad de escape es de, aproximadamente, 11 200 m/s estas nunca logran escapar al espacio.",es
169,"En la Luna, por el contrario, al ser la gravedad seis veces menor que en nuestro planeta, la velocidad de escape es asimismo menor, del orden de 2400 m/s.",es
170,"Podemos deducir entonces que si la Luna tuvo antaño una atmósfera, las moléculas más rápidas pudieron escapar de ella para, según una ley de la teoría cinética de los gases, inducir a las restantes a aumentar su velocidad, acelerando así el proceso de pérdida atmosférica.",es
171,Se calcula que la desaparición completa de la hipotética atmósfera lunar debió realizarse a lo largo de varios centenares de millones de años.,es
172,"La ausencia prácticamente total de atmósfera en nuestro satélite obliga a los astronautas a disponer de equipos autónomos de suministro de gases, conocidos como P.L.S.S.",es
173,en sus paseos por la superficie.,es
174,"Asimismo, al no existir un manto protector, las radiaciones ultravioleta y los rayos gamma emitidos por el Sol bombardean la superficie lunar, siendo necesario contar con trajes protectores especiales que eviten sus efectos nocivos.",es
175,Para la tenue atmósfera lunar cualquier pequeño cambio puede ser importante.,es
176,La sola presencia de los astronautas altera localmente su presión y su composición al enriquecerla con los gases espirados por ellos y por los que se escapan del módulo lunar cada vez que se efectúa una EVA.,es
177,Existe el temor de que los gases emitidos por las naves que en la década del setenta alunizaron en la Luna hayan creado una polución o contaminación de igual masa a la de su atmósfera nativa.,es
178,"Aunque estos gases ya deben haber desaparecido en su mayoría, aún hay una preocupación de que queden restos que impidan investigar sobre la atmósfera real de la Luna.",es
179,"La atmósfera lunar recibe también aportaciones de partículas solares durante el día, que cesa al llegar la noche.",es
180,"Durante la noche lunar, la presión puede bajar hasta no ser más que de dos billonésimas partes de la atmósfera terrestre, subiendo durante el día hasta las ocho billonésimas partes, demostrando así que la atmósfera lunar no es una atmósfera permanente, sino una concentración de partículas dependiente del medio exolunar.",es
181,"La ionosfera que rodea a nuestro satélite se diferencia de la terrestre en el escaso número de partículas ionizadas, así como de la presencia de electrones poco energéticos que, arrancados del suelo de la Luna, son emitidos al espacio por el impacto de los rayos solares.",es
182,"Actualmente, se ha podido determinar la existencia de una cola de sodio compuesta por vapores que se desprenden de nuestro satélite de forma similar a como lo hacen los gases de los cometas.",es
183,"La ausencia de aire, y en consecuencia de vientos, impide que se erosione la superficie y que transporte tierra y arena, alisando y cubriendo sus irregularidades.",es
184,Debido a la ausencia de aire no se transmite el sonido.,es
185,La falta de atmósfera también significa que la superficie de la Luna no tenga ninguna protección con respecto al bombardeo esporádico de cometas y asteroides.,es
186,"Además, una vez que se producen los impactos de estos, los cráteres que resultan prácticamente no se degradan a través del tiempo por la falta de erosión.",es
187,Al descubrir que la composición de la Luna era la misma que la de la superficie terrestre se supuso que su origen tenía que venir de la propia Tierra.,es
