,Sentence,Language_code
28,Mimitina jarak bulan kira-kira 30.000 mil atawa 15 kali leuwih deukeut ti jarak Bulan jeung Bumi ayeuna.,su
29,"Ti hasil panalungtikan Bulan ngajauhan kira-kira 3,8 cm pér taunna.",su
30,Rujukan Kategori:Satelit,su
31,Panonpoé (ᮕᮔᮧᮔ᮪ᮕᮧᮆ) nyaéta béntang na tatasurya urang.,su
32,"Planét Marcapada jeung sakabéh dulurna, boh planét terestrial atawa raksasa gas, ngurulingan Panonpoé.",su
33,"Nu séjénna nu ngurilingan Panonpoé kayaning astéroid, météoroid, komét, objék Trans-Neptunius, jeung, tangtu bae, kebul.",su
34,Panonpoé salah sahiji barang langit anu jadi asal cahya alatan bisa ngahasilkeun sarta mancarkeun cahya sorangan.,su
35,Panonpoé kaasup salah sahiji béntang ti mangmilyar-milyar béntang anu aya di angkasa.,su
36,"Sacara kimiawi, kira-kira tilu parapat massa panonpoé diwangun tina hidrogén, sedengkeun sésana lolobana mah diwangun ku Hélium.Sésa massana (1,69%, sarua jeung 5.629 kali massa Marcapada) diwangun ku élemén-élemén beurat siga oksigén, karbon, néon, jeung beusi.",su
37,"Panonpoé kajieun kira-kira 4,6 miliar taun katukang kusabab luruhna gravitasi hiji wilayah dina jero méga molekul badag.",su
38,"Sabagéan badagna matéri kakumpul di tengah, samentara sésana ngaipisan jadi cakram nu medar nu engkéna jadi Surya Mandala.",su
39,Massa puseurna beuki panas jeung padet anu matak ahirna ngamimitian fusi térmonuklir dina jero intina.,su
40,Dikira-kira lamun kabéh béntang anu lianna kawangun ku prosés anu sarua.,su
41,"Klasifikasi béntang panonpoé, dumasar kana kelas spéktrumna, nyaéta béntang dérét utama G (G2V) jeung ogé osok diasupkeun kana katai konéng kusabab radiasi katempona téh leuwih katénjo dina porsi spéktrum konéng-beureum.",su
42,"Masingkeun warnana bodas, tina permukaan Marcapada, panonpoé katempo konéng kusabab nyampurna cahaya paul/biru di atmosfir.",su
43,"Numutkeun kana lébel kelas spéktrum,G2 nandakeun suhu permukaanna kira-kira 5778 K (5505 °C) jeung V nandakeun lamun panonpoé, jeung bararéntang anu lianna, mangrupa béntang dérét utama, anu matak energina kacipta ku fusi nuklir nukleus hidrogén ka jero hélium.",su
44,"Dina jero intina, panonpoé ngafusikeun 620 yuta ton métrik hidrogén satiap detik.",su
45,"Ciri fisik jeung nu séjénnaPanonpoé mangrupa béntang nu kaasup kelas spéktral G2, nu hartina béntang ieu téh leuwih badag sarta leuwih panas batan rata-rata, tapi ukuranana leuwih leutik batan béntang raksasa biru.",su
46,"Béntang G2 mibanda umur runtuyan utama kira 10 milyar taun; Panonpoé téh umurna kira geus 5 milyar taun, dumasar nukléokosmokronologi.",su
47,"Mangpaat panonpoé Panonpoé geus dimangpaatkeun di loba belahan dunya sarta lamun diéksplotasi kalayan pas, énergi ieu miboga poténsi sanggup nyadiakeun kaperluan konsumsi énergi dunya ayeuna dina waktu anu leuwih lila.",su
48,Panonpoé bisa dipaké sacara langsung pikeun mroduksi listrik atawa pikeun manaskan komo pikeun niiskeun.,su
49,Poténsi mangsa kahareup énergi surya ngan diwatesan ku kahayang urang pikeun néwak kasempetan.,su
50,Aya loba cara pikeun ngamangpaatkeun énergi ti panonpoé.,su
51,Tumbuhan ngarobah sinar panonpoé jadi énergi kimia kalayan ngagunakeun fotosintésis.,su
52,Urang ngamangpaatkeun énergi ieu kalayan ngadahar sarta ngabeuleum kai.,su
53,"Najan kitu, istilah “tanaga surya” miboga harti ngarobah cahya panonpoé sacara langsung jadi panas atawa énergi listrik pikeun pamakéan urang.",su
54,"Dua tipe dasar tanaga panonpoé nyaéta “cahya panonpoé” sarta “photovoltaic” (photo- cahya, voltaic=tegangan)Photovoltaic tanaga panonpoé: ngalibatkeun pembangkit listrik ti cahya.",su
55,"Rusiah ti prosés ieu téh pamakéan bahan semi konduktor anu bisa disaluyukeun pikeun ngalepas éléktron, partikel boga muatan négative anu nyieun dasar listrik.",su
56,"Bahan semi konduktor anu pangumumna dipaké dina sél photovoltaic nyaéta silikon, hiji élemén anu umum kapanggih di keusik.",su
57,"Kabéh sél photovoltaic miboga sahenteuna dua lapisan semi konduktor kawas éta, hiji boga muatan positif sarta hiji boga muatan négatif.",su
58,"Sabot cahya bersinar dina semi konduktor, lading listrik menyeberang sambungan di antara dua lapisan ngabalukarkeun listrik nyérélék, membangkitkan arus DC.",su
59,"Beuki kuat cahya, beuki kuat aliran listrik.",su
60,Tempo ogé Radiasi suryaRadius suryaÉnergi suryaAngin suryaAurora borealisAurora australisFotosfirKromosfirKoronaSamagahaTumbu kaluar Current SOHO snapshotsFar-Side Helioseismic Holography from StanfordNASA Eclipse homepageNasa SOHO (Solar & Heliospheric Observatory) satelliteSolar Sounds from Stanford Spaceweather.comKategori:Surya Mandala,su
61,"Marcapada (ᮙᮁᮎᮕᮓ), ogé disebut Bumi (ᮘᮥᮙᮤ), (Ing.",su
62,"earth, atawa Terra), mangrupa planét tempat manusa hirup, planét katilu luareun Panonpoé.",su
63,"Marcapada mangrupa hiji-hijina planét téréstrial di Surya Mandala, sarta hiji-hijina planét nu mibanda kahirupan, sahanteuna kitu nu dipikanyaho élmu modérn.",su
64,"Planét ieu mibanda hiji satelit alam, bulan, nu kabentuk watara 4,5 milyar taun ka tukang.",su
65,"Biosfir Bumi sacara lalaunan beuki lila ngarobah atmosfir jeung kondisi fisik dasar séjénna, anu ngakibatkeun kembangbiakna organisme sarta kawangunna lapisan ozon, anu bareng jeung médan mahnit Marcapada ngahalangan radiasi surya nu pibahayaeun jeung ngawidian mahluk hirup mikroskopis ambéh terus kembang biak kalawan aman di daratan.",su
66,"Sifat fisik, sajarah géologi, jeung orbit Bumi ngakibatkeun kahirupan bisa terus laksana.",su
67,"Litosfir Marcapada kabagi jadi sawatara ségmén kaku, atawa lémpéng téhtonik, anu ngalaman unggutan di kabéh buntala Marcapada salila yutaan tahun.",su
68,"Leuwih ti 70% buntala Marcapada dilimpudan ku cai, jeung sésana diwangun ku buana jeung pulo-pulo anu mibanda loba pisan situ jeung sumber cai séjénna anu jadi bahan jang ngajieun Hidrosfir.",su
69,Kutub Bumi sawaréhna kalimpudan ku és; és padet di Antartika jeung és sagara di és kutub.,su
70,"Intérior Marcapada aktif kénéh nepi ka ayeuna, jeung miboga inti jero anu diwangun ku beusi padet, sedengkeun inti luarna mangrupa fluida anu mikacipta médan mahnit, jeung lapisan kandel anu rélatif padet dina bagéan mantél.",su
71,"Tempo ogé Sistim hukum: Hukum internasionalÉkonomi: ékonomi dunyaSajarah: Sajarah dunyaLinimédan magnét BumiDaftar nagaraGéologikala géologiRujukan Earth, Wikipédia édisi basa InggrisDiscovering the Essential Universe (Second Edition) by Comins (2001)Kategori:Planét",su
72,"Cai mangrupa hiji sanyawa kimiawi jeung molekul polar nu cair dina temperatur jeung tekenan baku (standard temperature and pressure, STP).",su
73,"Cai mibanda rumus kimiawi H2O, nu hartina hiji molekul cai diwangun ku dua atom hidrogén jeung hiji atom oksigén.",su
74,Cai bisa dipanggihan di ampir sakabéh tempat di Marcapada sarta dipikabutuh ku sadaya nu hirup.,su
75,Kira 70% beungeut Marcapada katutupan ku cai.,su
76,Cai geus kapanggih aya di sababaraha banda di tatasurya jeung di saluareunana dina rupa és.,su
77,Pentingna cai pikeun kahirupan terestrial geus ngagiring kana panyangka yén ayana dina wujud cair di mana waé sagigireun di Marcapada ieu bisa nyadiakeun habitat nu ngadukung pikeun kahirupan ékstraterestrial.,su
78,IhtisarWujud padet cai dipikawanoh minangka és; wujud gasna katelah uap cai (atawa steam).,su
79,"Unit temperatur (tadina darajat Celsius, ayeuna Kélvin) ditangtukeun dina kontéks titik tripel cai, 273.16 K (0.01 °C) jeung 611.2 Pa, temperatur jeung tekenan nalika cai padet, cair, jeung gas araya dina kaayaan kasatimbangan.",su
80,"Cai mintonkeun sababaraha paripolah nu anéh pisan, kaasup kabentukna padetan cai nonkristalin (glassy) vitreous ice.",su
81,"Dina hawa luhureun 647 K jeung tekenan luhureun 22.064 MPa, sakumpulan molekul cai ngalaman hiji kaayaan superkritis, di mana guruntulan kawas-cairan ngambang di antara fase kawas-uap.",su
82,"Uap cai tiasa nyieun jadi lembap, salah sahiji produk pikeun nyerap kelembapan atawa molekul cai di udara nyaeta silica gel.",su
83,"Awak caiAwak cai bisa mangrupa sagara, laut, situ, walungan, curug, kanal, balong, jeung sajabana.",su
84,Tempo sumberdaya cai pikeun béja ngeunaan asupan cai bersih.,su
85,"Tempo ogé: cilaut, fresh water, jeung underwater.",su
86,"Kandungan cai di Marcapada kira (jumlah asupan cai sadunya) aya 1,360,000,000 km³ (326,000,000 mil³) nu kabagi mangrupa: 1,320,000,000 km³ (316,900,000 mil³ atawa 97.2%) di sagara 25,000,000 km³ (6,000,000 mil³ atawa 1.8%) minangka glasir jeung és13,000,000 km³ (3,000,000 mile³ atawa 0.9%) citaneuh.",su
87,"250,000 km³ (60,000 mil³ atawa 0.02%) di situ, laut darat, jeung walungan 13,000 km³ (3,100 mil³ atawa 0.001%) uap cai atmosfir dina sakali mangsa tinangtu.",su
88,Sipat bipolar caiHiji ciri penting cai nyaéta sipat polarna.,su
89,Cai minangka pangleyurCai ogé mangrupa hiji pangleyur nu hadé alatan polaritasna.,su
90,"Sipat pangleyur cai kacida pentingna dina biologi, sabab loba réaksi biokimiawi anu ngan bisa lumangsung dina kaayaan leyuran cai (kayaning réaksi dina sitoplasma jeung na getih).",su
91,Cai ogé dipaké dina angkutan molekul biologis.,su
92,"Nalika sanyawa ionik atawa polar asup kana cai, mangka bakal dikurilingan ku molekul cai.",su
93,Ukuran molekul cai nu cukup leutik ngamungkinkeun molekul-molekul cai nyulusup sabudeureun hiji molekul solute.,su
94,"Sacara ngaluas, bahan-bahan ion jeung polar siga asam, alkohol, jeung garam téh gampang leyur dina cai.",su
95,"Sabalikna, bahan-bahan nonpolar siga lemak jeung minyak mah henteu.",su
96,Molekul-molekul nonpolar cicing babarengan dina cai ku sabab molekul cai gaduh tanaga nu leuwih kuat pikeun ngiket hiji jeung nu séjénna daripada ngiketan jeung molekul nonpolar liwat iketan van der Waals.,su
97,"Hiji conto bahan ion nu bisa leyur téh garam dapur; natrium klorida, NaCl, dibagi kana Na+ katoda jeung Cl- anoda, masing-masing dikurilingan ku molekul-molekul cai.",su
98,Jadina ion-ion ieu bisa gampang diubah ti kristalna jadi leyuran.,su
99,Hiji conto bahan non-ion nu bisa leyur téh gula meja.,su
100,"Cai nyatukeun iketan dipolar hidrogen jeung kawasan dipolar molekul gula, mangpukeun gula diubah kana bentuk leyuran.",su
101,"Kohési jeung tegangan lakopBeungkeut hidrogén nu kuat ngajadikeun cai mibanda kakohésifan nu luhur jeung, konsékuénsina, tegangan lakop.",su
102,"Ieu dibuktikeun lamun saeutik cai dicampurkeun jeung bahan teu leyur, caina bakalan ngumpul dina wujud tétésan.",su
103,"Wujud ieu téh penting dina pangangkutan cai di jero xilem nyusuran batang dina tanaman; iketan antarmolekul nu kuat nahan jeung nyatukeun jalur cai, ngahindarkeun tegangan nu dipikasebab ku tarikan transpirasi.",su
104,"Cairan nu séjén nu miboga tegangan nu leuwih leutik gaduh kamungkinan besar pikeun rip, ngabentuk ruangan hampa udara jeung ngajadikeun pembuluh xilem teu operatif.",su
105,"KonduktivitasCai murni sabenerna mangrupa insulator nu alus (konduktor goréng), nu hartina teu ngalirkeun listrik.",su
106,"Ku sabab cai boga sipat pangleyur hadé, mimindengna cai téh ngandung solute nu leyur di jerona, utamana uyah.",su
107,"Mun cai mibanda pangotor nu karitu, nya jadi bisa listrik leuwih hadé, sabab pangotor kayaning uyah ngandung ion bébas dina leyuran cai di mana listrik bisa ngalir.",su
108,"ÉléktrolisisCai bisa dibeulah jadi unsur-unsur panyusunna, hidrogén jeung oksigén, ku jalan ngalirkeun arus.",su
109,Prosés ieu disebut éléktrolisis.,su
110,MOlekul cai sacara alami peupeus jadi ion H+ jeung OH- nu dibetot ka katoda jeung anoda.,su
111,"Na katoda, dua ion H+ nyokot éléktron jadi gas H2.",su
112,"Na anoda, opat ion OH- ngagabung sarta ngaleupaskeun gas O2, cai molekular, jeung opat éléktron.",su
113,"Gas ngabulukbuk kana beungeut cai, nu saterusna bisa dikumpulkeun.",su
114,"Réaktivitas Sacara kimiawi, cai téh amfotérik: bisa meta minangka hiji asam atawa basa.",su
115,Kadang istilah asam hidroksida dipaké nalika cai meta minangka asam dina hiji réaksi kimiawi.,su
116,"Dina pH 7 (nétral), kadar ion hidroksida (OH-) sarua jeung ion hidronium (H3O+) atawa ion hidrogén (H+).",su
117,"Mun kasatimbangan kaganggu, leyuran jadi asam (kadar ion hidronium leuwih luhur) atawa basa (kadar ion hidroksida leuwih luhur).",su
118,Cai bisa meta minangka asam atawa basa dina hiji réaksi.,su
119,"Nurutkeun sistim Brønsted-Lowry, asam ditangtukeun minangka spésiés nu nyumbang proton (ion H+) dina hiji réaksi, sedengkeun alkali minangka nu narima proton.",su
120,"Nalika réaksi jeung asam nu leuwih kuat, cai meta minangka alkali, sarta bakal meta minangka asam mun réaksi jeung asam nu leuwih lemah.",su
121,"Pikeun conto, cai bakal nampa hiji H+ ti HCl dina kasatimbangan:HCl + H2O → H<sub>3<sub>O+ + Cl-Di dieu cai meta minangka alkali, ku jalan narima ion H+.",su
122,"Asam nyumbangkeun ion H+, tah, cai bisa milampah hal ieu, kawas dina réaksi jeung NaOH:NH3 + H2O → NH4+ + OH-pH dina praktékTéorina, cai murni pH-na 7.",su
123,"Ari prakna, cai murni hésé pisan dialana.",su
124,"Cai nu diantepkeun nembrak bakal nyerep karbon dioksida, ngahasilkeun leyuran asam karbonat, nu pH-na kira 5.7 (Kendall, 1916).",su
125,Nilai pH dina cai nginum dikawasa ku industri pikeun nyumponan kisaran pH cai anu diidinan.,su
126,Kusabab nilai cai tiasa nangtoskeun naha cai nginum eta sehat atanapi henteu.,su
127,"Salaku conto, upami nilai pH cai nginum langkung ti 7 (cai basa), cai nginum bakal nyayogikeun panyakit gastrointernal upami diinum sacara terus-terusan.",su
128,Asam dina burih gaduh pH nilai anu saé pikeun ngancurkeun sesa dahareun.,su
129,"Upami nilai pH robih kusabab konsumsi cai basa, écés éta bakal nyababkeun masalah.",su
130,"Samentara éta, upami pH cai nginum cai teuing (cai asam), éta ngagaduhan potensi pikeun ngarusak huntu bahkan nyababkeun kanker.",su
131,Standar pH cai minum nu ditangtukeun ku Peraturan Menteri Kesehatan Nomor :  Tentang Syarat-syarat Dan Pengawasan Kualitas Air.,su
132,"Tiap industri AMDK, PDAM, depot cai nginum kedah minuhan peraturan éta.",su
133,"Pikeun ngukur pH nilai cai, industri nganggo pH meter air.",su
134,pH meter mangrupikeun alat ukur laboratorium pikeun ngukur nilai pH atanapi tingkat kaasaman larutan (pH meter cai)atawa tanah (pH meter tanah).,su
135,Harga pH meter rupa-rupa gumantung kana kamampuan pH meter éta.,su
136,"Diantara kamampuan anu ditinga ku pangguna poténsial boh rumah tangga sareng industri nyaéta katepatan sareng résolusi pengukuranNgamurnikeun caiNgamurnikeun cai perlu pikeun rupa-rupa kaperluan industri, pon kitu ogé keur konsimsi.",su
137,Manusa merlukeun cai nu teu loba teuing ngandung uyah atawa nu séjénna.,su
138,Pangotor nu ilahar kapanggih di antarana bahan kimiawi atawa baktéri.,su
141,Genep métode umum pikeun ngamurnikeun cai:Disaring: Cai dialirkeun kana tabung anu nangkeupan partikel-partikel leutik.,su
144,Digolakkeun: Cai digolakkeun nepi ka titik golakna dina salila mungkin pikeun nganon-aktifkeun atawa ngabunuh mikroorganisme nu biasana hirup dina cai dina suhu kamar.,su
145,"In aréas where the water is hard, (containing dissolved calcium salts), boiling decomposes the bicarbonate ion, resulting in some (but not all) of the dissolved calcium being precipitated in the form of calcium carbonate.",su
149,Cai disalurkeun kana karbon aktif pikeun ngabuang éta pangotor-pangotor.,su
150,Cara ieu loba dipaké pikeun pamurni cai di imah-imah jeung akuarium lauk.,su
151,"Pamurni di imah-imah pikeun cai inuman ogé sok ngandung pérak, jumlah ion pérak anu pas gaduh éfék pikeun ngabasmi baktéri.",su
152,Disuling: Panyulingan ngalibatkeun ngagolakkeun cai pikeun ngahasilkeun uap cai.,su
153,éta uap cai bakal naék ka lakop nu leuwih tiis di mana manéhna meunang ngembun balik jadi cai nu engkéna bakal dikumpulkeun.,su
154,"ku sabab bahan-bahan nu kaleyur biasana teu nguap, manéhna bakal cicing dina leyuran nu ngagolak.",su
155,"Panyulingan sorangan moal bisa ngamurnikeun cai sacara total, ku sabab aya sabaraha bahan pangotor nu boga titik golak nu sarupa jeung cai jeung ogé titik-titik cairan séjén nu teu nguap kabawa ku uap.",su
156,"Kumaha ogé, 99.9% cai murni tiasa didapet liwat panyulingan.",su
157,Osmosis balik: Tekenan mékanis dilarapkeun minangka solusi nu teu murni pikeun maksa cai murni liwat membran semi-permeabel.,su
158,"Istilahna mah nyaéta osmosis balik, lantaran osmosis normal bakal ngakibatkeun cai murni laju ka arah séjén pikeu ngalaaskeun kokotor.",su
159,"Osmosis balik sacara téori mangrupa métodeu pamurnian cai skala badag nu panggemblengna, sanajan mémbran semi-permeabel nu sampurna téh bangga dijieunna.",su
160,"Kromatografi panukeur ion: Dina ieu perkara, cai nu dikocorkeun liwat kolom resin bamuatan nu mibanda ranté gigir nu naheun kalsium, magnésium, sarta ion logam beurat lianna.",su
161,"Di loba laboratorium, ieu métodeu pamurnian téh geus ngagantikeun distilasi, lantaran méré cai volume loba nu kacida murnina kalawan leuwih gancang jeung deuih pamakéan énérgina leuwih saeutik tinimbang prosés anu séjén mah.",su
162,Cai nu dimurnikeun ku ieu cara téh disebut cai deionisasi.,su
163,"Miceunan caiMiceunan cai ngandung harti ngamomorékeun mangpaat cai, dipaké pikeun nu teu perlu.",su
164,Misalna ngagunakeun cai inumeun (geus dimurnikeun) pikeun tujuan séjén.,su
165,Mikasebab cai jadi keuna polusi bisa jadi kasilapan pamakéan cai nu pangbesarna.,su
166,"Bukti yén pangotor téh jadi batesan pamakéan cai, manéhna jadi pangotor dina hiji sumber cai, teu dipikangaruh ku sabaraha untung si pangotorna.",su
167,"Rék kumaha oge, dina sasabaraha kota, kawas Hong Kong, cai laut dipaké pikeun malidkeun piceunan dina toilet ku tujuan pikeun ngajimatkeun sumber-sumber cai bérésih.",su
168,"MitologiCai mangrupa salah sahiji tina opat unsur klasik babarengan jeung seuneu, taneuh, jeung hawa, nu diajénan minangka ylem, atawa unsur dasar mayapada.",su
171,"Cai ogé mangrupa salah sahiji ti Opat Unsur dina Taoisme Cina, bareng jeung taneuh, seuneu, kai, jeung logam.",su
172,Cai jeung masarakat SundaCai geus dalit pisan jeung hirup kumbuh masarakat Sunda.,su
173,Ieu bisa kabukti dina pamakéan kecap cai pikeun méré ngaran unggal patempatan.,su
174,"Pirang-pirang tempat nu aya di tatar Sunda, loba nu dimimtian ku kecap cai, nu satuluyna diringkes jadi ci.",su
175,"Ajén cai dina agamaCai dianggap nyucikeun dina rupa-rupa agama, kayaning Islam, Yahudi, jeung Sikh.",su
176,"PIkeun conto, wudu dina Islam jeung baptis di garéja Kristen ngagunakeun cai bersih/murni.",su
177,Nya kitu ogé dina ngamandian mayit pikeun Islam jeung Yahudi.,su
178,"Dihidrogén monoksidaPara kimiawan sakapeung ngaheureuykeun cai minangka dihidrogén monoksida atawa DHMO, ngaran kovalén sistimatis pikeun ieu molekul, hususna dina parodi of chemical reséarch that call for this lethal chemical to be banned.",su
179,"Dina taun 2004, kota Aliso Viejo, California ampir ngalarang cangkir foam satutasna katalungtik yén DHMO geus dipaké dina produksina (tempo ).",su
180,"Ngaran asam sistimatis pikeun cai nyéta asam hidroksida (hydroxic acid atawa hydroxilic acid), najan istilah ieu jarang dipaké.",su
181,"Sarupa jeung éta, ngaran alkali sistimatis pikeun cai nyéta hidrogén hidroksida (hydrogen hydroxide) – boh ngaran asam atawa alkali pikeun cai mémang aya sabab cai bisa meta minangka asam atawa alkali, gumantung kakuatan asam atawa alkali lawan réaksina (amfotér).",su
182,Hukum jeung ngokolakeun cai nunjukkeun yén 20 taun kahareup dunya bakal nyanghareupan,su
183,Jumlah cai nu bisa aya pikeun masarakat ditaker nurun nepi ka 30%.,su
184,"Nu jadi sabab nyaéta kontaminasi, pamanasan global, jeung masalah politis.",su
185,40% pangeusi dunya kakurangan cai pikeun higiéne nu minimal.,su
186,"Leuwih ti 2,2 juta urang maot dina taun 2000 alatan kasakit nu patali jeung konsumsi cai nu kacemar.",su
187,"Taun 2004, sumbangan WaterAid Inggris ngalaporkeun yén unggal 15 detik aya saurang budak nu maot alatan kasakit nu patali jeung cai, padahal éta kasakit kagolongkeun babari dicegahna.",su
188,Laporan ieu nunjukkeun ayana jurang dina kasadiaan cai: ti 10 m³ per jalma per taun di Kuwait nepi ka 812.121 m³ di Guiana Prancis.,su
189,"Najan kitu, nagara beunghar kawas Kuwait moal hésé dina ngayakeunana.",su
190,Kaén jeung pakéanSababaraha rupa kaén kayaning anduk sacara husus dijieun pikeun nyerep cai.,su
191,"Sababaraha pakéan dijieun pikeun ngajaga tina cai (conto jas hujan), atawa pikeun digunakeun dina cai (swimsuit).",su
199,Tempo ogé Cai mineralArrowhead WaterAquafinaDehidrasiDihidrogén monoksida (DHMO)Cai sulingan gandaCai nginumDroughtEvapotranspirationFresh waterBanjirCai beuratCai suciHidrografiHidrologiIrigasiMpemba effect - bisa teu cipanas beku leuwih cepet batan citiis?,su
201,Emas atawa kancana nyaéta unsur kimia nu lambangna Au () kalawan nomer atom 79.,su
202,"Ieu logam mulya geus ti bihari boga ajén anu luhur, boh pikeun perhiasan, patung, atawa papaés wangunan/ornaméntasi.",su
203,"Di alam, ieu logam kapanggih dina bentuk guruntulan atawa 'bijih' dina babatuan, dina urat, jeung dina déposit aluvial.",su
204,"Emas fisikna padet, lemes, hérang, sarta leuleus, pangleuleusna ti antara logam-logam murni anu aya.",su
205,"Nu murni kelirna konéng caang, ngagurilap matak ngirut, katambah ku watekna anu henteu kabakar ku udara atawa cai.",su
206,"Dina widang ékonomi, emas dipaké dina sistem dinar jeung sistem Bretton Woods.",su
207,"Dina tungtung taun 2006, emas nu geus kungsi dikali salila ieu kira-kira nepi ka 158.000 ton (sarua jeung kubus ukuran 20,2 méter).",su
208,"Di industri modéren, emas dipaké dina éléktronik jeung kedokteran gigi, ku sabab watekna anu tahan korosi oksidatif sarta alus konduktivitas listrikna.",su
209,"Sacara kimia, emas kaasup logam transisi nu bisa jadi kation trivalén jeung univalén.",su
210,"Dina STP, emas bisa jadi asam kloroaurat mun diréaksikeun jeung aqua regia (campuran asam), atawa jeung larutan basa sianida.",su
211,"Emas bisa leyur dina raksa, ngabentuk aloy amalgam tanpa ngalaman réaksi kimia.",su
212,"Dina pemurnian, emas bisa dipisahkeun ti logam lian ku sabab emas henteu bisa leyur dina asam nitrat nu bisa ngaleyurkeun pérak jeung logam basa (téhnik inquartation and parting).",su
